,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
0,10,Paul Akouokou,5.7,6,1.05,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,5.7,17,12,5,9,3,9,13,69.2,4,113,38,33.6,34,67,12,7,0,0,7,12,29,9,0,10,5.7,287,328,87.5,5344,1253,117,132,88.6,129,142,90.8,33,43,76.7,0,0.1,-0.1,3,28,2,0,28,10,5.7,380,12,84,255,52,2,377,6,9,66.7,6,0,258,950,433,17,2,0,4,6,279,271,97.1,5,10,5.7,0,2,0,0.0,0.35,0.00,0.00,,21.0,0,0,0,0.0,0.0,0.02,0.0,0.0,70
1,11,David Alaba,29.4,46,1.57,37,2,1,4,0,2,8,0.27,7,0,0,1,0,0,11,29.4,25,18,13,10,2,9,16,56.3,7,223,83,37.2,100,100,23,37,17,1,20,41,66,67,2,11,29.4,1804,1967,91.7,33608,10916,751,778,96.5,811,860,94.3,216,285,75.8,3,2.4,+0.6,22,132,18,5,102,11,29.4,2169,257,988,1074,294,49,2080,5,8,62.5,5,0,1600,9757,5326,126,44,8,12,7,1746,1688,96.7,54,11,29.4,2,21,6,28.6,0.72,0.20,0.10,0.33,22.0,7,0,0,1.6,1.6,0.08,+0.4,+0.4,86
2,13,Jordi Alba,29.4,84,2.86,78,2,1,2,1,0,13,0.44,12,0,0,1,0,0,13,29.4,44,25,12,26,6,22,46,47.8,24,318,99,31.1,103,154,61,56,7,0,49,48,92,38,2,13,29.4,2336,2770,84.3,40855,15180,1085,1178,92.1,1002,1152,87.0,222,351,63.2,10,5.9,+4.1,58,231,64,18,254,13,29.4,3016,93,717,1490,944,82,2678,7,22,31.8,8,5,1902,6630,3530,160,44,11,21,8,2291,2155,94.1,111,13,29.4,2,31,6,19.4,1.06,0.20,0.06,0.33,23.5,1,0,0,1.3,1.3,0.04,+0.7,+0.7,85
3,23,Dani Alves,12.2,31,2.54,23,8,0,0,0,0,4,0.33,4,0,0,0,0,0,23,12.2,35,19,16,15,4,14,29,48.3,15,166,44,26.5,63,76,27,18,3,0,15,23,58,8,0,23,12.2,920,1083,84.9,16220,5343,469,502,93.4,337,375,89.9,103,182,56.6,3,1.9,+1.1,24,101,27,13,60,23,12.2,1175,30,239,725,289,8,1017,13,18,72.2,15,1,830,3514,2011,107,42,0,4,5,821,798,97.2,17,23,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,30.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8,82
4,24,Emmanuel Amankwaa Akurugu,0.9,1,1.14,1,0,0,0,0,0,1,1.14,1,0,0,0,0,0,24,0.9,0,0,0,0,0,0,2,0.0,2,12,4,33.3,6,6,0,3,0,0,3,0,0,0,0,24,0.9,27,40,67.5,447,165,15,19,78.9,9,12,75.0,3,7,42.9,1,0.0,+1.0,1,1,0,0,2,24,0.9,49,1,11,27,14,3,41,3,4,75.0,3,0,26,165,110,6,1,1,2,0,33,25,75.8,2,24,0.9,0,1,0,0.0,1.14,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,62
5,29,Mauro Arambarri,29.6,70,2.37,30,29,4,2,3,2,11,0.37,4,4,2,0,0,1,29,29.6,64,37,22,32,10,17,57,29.8,40,634,162,25.6,175,385,74,54,5,0,49,47,111,24,1,29,29.6,947,1262,75.0,21303,5331,348,411,84.7,339,410,82.7,241,388,62.1,5,1.9,+3.1,40,85,13,5,65,29,29.6,1585,42,286,1011,359,19,1444,39,56,69.6,39,1,975,4990,2066,97,24,3,29,36,1003,931,92.8,46,29,29.6,0,37,8,21.6,1.25,0.27,0.00,0.00,26.6,2,0,0,1.1,1.1,0.03,-1.1,-1.1,80
6,34,Santiago Arias,4.9,8,1.64,5,1,1,0,1,0,0,0.00,0,0,0,0,0,0,34,4.9,13,6,9,3,1,4,10,40.0,6,75,26,34.7,47,19,9,11,5,0,6,4,17,10,0,34,4.9,164,223,73.5,2943,1285,63,77,81.8,80,106,75.5,18,33,54.5,0,0.4,-0.4,5,10,4,3,14,34,4.9,273,22,85,103,97,6,224,3,7,42.9,3,1,141,616,321,16,7,0,5,2,137,118,86.1,10,34,4.9,1,3,1,33.3,0.61,0.20,0.33,1.00,14.1,0,0,0,0.6,0.6,0.21,+0.4,+0.4,79
7,35,Santiago Arzamendia,5.2,4,0.77,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,35,5.2,14,12,9,4,1,7,16,43.8,9,97,30,30.9,39,36,22,9,0,0,9,8,22,15,0,35,5.2,109,170,64.1,1801,516,51,63,81.0,43,58,74.1,9,37,24.3,0,0.0,0.0,1,4,4,3,5,35,5.2,238,15,79,98,77,3,217,2,10,20.0,3,3,131,615,356,12,6,0,8,8,170,123,72.4,12,35,5.2,1,6,1,16.7,1.15,0.19,0.17,1.00,35.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8,70
8,36,Sergio Asenjo,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,36,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,36,6.0,183,222,82.4,4919,2700,34,34,100.0,89,90,98.9,60,97,61.9,0,0.0,0.0,0,1,0,0,0,36,6.0,246,214,245,1,0,0,187,0,0,,0,0,130,544,297,0,0,0,0,0,111,110,99.1,0,36,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,79
9,38,Marco Asensio,19.2,65,3.38,41,10,3,8,2,1,7,0.36,3,0,1,2,0,1,38,19.2,16,10,8,6,2,7,20,35.0,13,184,44,23.9,37,76,71,15,1,0,14,25,41,5,1,38,19.2,740,904,81.9,12641,2393,391,438,89.3,243,275,88.4,85,146,58.2,0,2.3,-2.3,30,50,20,3,54,38,19.2,1091,14,106,473,605,97,1011,20,39,51.3,24,2,813,4718,2501,122,49,18,13,25,1002,838,83.6,140,38,19.2,10,64,31,48.4,3.33,1.61,0.16,0.32,18.6,1,0,0,7.4,7.4,0.12,+2.6,+2.6,83
10,40,Pierre-Emerick Aubameyang,12.0,15,1.25,12,0,0,2,0,1,2,0.17,2,0,0,0,0,0,40,12.0,2,2,0,1,1,0,2,0.0,2,194,42,21.6,7,63,124,17,3,0,14,5,7,3,0,40,12.0,184,244,75.4,2668,265,103,136,75.7,63,79,79.7,6,9,66.7,1,1.0,0.0,7,6,8,0,12,40,12.0,353,5,15,175,175,63,332,6,8,75.0,6,0,205,747,394,23,4,10,23,12,444,267,60.1,109,40,12.0,11,38,20,52.6,3.16,1.66,0.29,0.55,11.3,0,0,0,7.1,7.1,0.19,+3.9,+3.9,85
11,42,Serge Aurier,11.2,13,1.16,12,1,0,0,0,0,1,0.09,1,0,0,0,0,0,42,11.2,21,14,12,7,2,6,10,60.0,4,136,42,30.9,61,49,26,22,7,1,15,23,44,18,0,42,11.2,627,734,85.4,11498,3965,250,282,88.7,302,343,88.0,64,86,74.4,1,1.2,-0.2,7,36,15,7,50,42,11.2,869,38,300,406,208,22,777,10,17,58.8,10,1,544,2018,1126,48,15,3,13,12,591,555,93.9,30,42,11.2,0,11,2,18.2,0.98,0.18,0.00,0.00,15.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,79
12,44,Iddrisu Baba,21.5,18,0.84,15,0,0,2,0,1,1,0.05,1,0,0,0,0,0,44,21.5,71,51,37,31,3,21,37,56.8,16,388,127,32.7,150,206,32,34,6,0,28,36,107,44,1,44,21.5,623,775,80.4,12803,3801,213,254,83.9,280,324,86.4,117,162,72.2,0,0.3,-0.3,8,59,9,1,67,44,21.5,1023,74,331,640,117,9,1010,15,27,55.6,17,2,648,3211,1447,48,22,0,13,28,557,524,94.1,6,44,21.5,2,22,8,36.4,1.02,0.37,0.09,0.25,24.3,0,0,0,1.5,1.5,0.07,+0.5,+0.5,75
13,48,Alejandro Balde,2.1,3,1.44,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,48,2.1,4,2,2,1,1,0,0,,0,38,9,23.7,17,12,9,5,2,0,3,2,6,0,0,48,2.1,140,152,92.1,2156,435,73,73,100.0,58,64,90.6,5,9,55.6,0,0.1,-0.1,1,3,4,1,10,48,2.1,182,2,28,107,61,5,176,2,6,33.3,3,0,152,684,332,18,8,2,6,3,162,148,91.4,8,48,2.1,0,1,0,0.0,0.48,0.00,0.00,,21.6,0,0,0,0.0,0.0,0.03,0.0,0.0,68
14,50,Mikel Balenziaga,22.5,20,0.89,15,2,1,1,1,0,1,0.04,0,0,0,0,1,0,50,22.5,50,36,20,27,3,26,45,57.8,19,270,79,29.3,89,139,42,55,4,0,51,52,102,69,0,50,22.5,766,1004,76.3,12992,5167,372,416,89.4,317,409,77.5,59,136,43.4,0,0.5,-0.5,8,41,12,4,72,50,22.5,1233,93,374,625,286,10,1020,9,15,60.0,9,1,611,2538,1332,58,20,1,12,13,610,569,93.3,29,50,22.5,0,6,2,33.3,0.27,0.09,0.00,0.00,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,75
15,52,Barbero,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,52,0.2,1,1,1,0,0,0,0,,0,10,1,10.0,1,3,6,0,0,0,0,0,1,0,0,52,0.2,6,13,46.2,63,0,6,11,54.5,0,2,0.0,0,0,,0,0.0,0.0,1,0,0,0,0,52,0.2,19,0,1,7,11,3,18,1,1,100.0,1,0,14,23,4,0,0,0,3,2,24,13,54.2,4,52,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,67
16,58,Ander Barrenetxea,6.1,16,2.63,12,0,3,0,1,0,3,0.49,2,0,1,0,0,0,58,6.1,21,15,13,7,1,7,18,38.9,11,130,38,29.2,34,55,41,5,0,0,5,7,28,3,0,58,6.1,136,187,72.7,2121,569,70,86,81.4,49,64,76.6,10,16,62.5,1,1.0,0.0,8,5,8,1,14,58,6.1,288,6,45,138,131,26,287,17,35,48.6,19,1,244,1308,767,41,12,7,22,12,267,208,77.9,45,58,6.1,1,8,2,25.0,1.32,0.33,0.13,0.50,16.2,0,0,0,0.4,0.4,0.04,+0.6,+0.6,74
17,59,Marc Bartra,22.1,11,0.50,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0,59,22.1,44,20,25,16,3,20,41,48.8,21,203,68,33.5,112,78,13,50,21,0,29,43,87,122,2,59,22.1,919,1108,82.9,21052,6768,238,261,91.2,489,526,93.0,184,303,60.7,0,0.1,-0.1,6,69,3,0,56,59,22.1,1378,238,792,603,49,25,1344,7,8,87.5,7,0,795,4174,2151,55,6,0,4,5,872,857,98.3,3,59,22.1,1,15,3,20.0,0.68,0.14,0.07,0.33,15.1,0,0,0,1.4,1.4,0.10,-0.4,-0.4,81
18,68,Pedro Benito,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,68,0.3,0,0,0,0,0,0,1,0.0,1,15,2,13.3,0,10,5,0,0,0,0,0,0,0,0,68,0.3,4,6,66.7,60,12,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0,2,0,0,1,68,0.3,8,0,0,6,3,0,8,0,1,0.0,1,0,4,29,18,1,0,0,1,0,18,7,38.9,0,68,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,62
19,69,Karim Benzema,28.8,124,4.30,103,0,13,6,2,0,21,0.73,16,0,4,1,0,0,69,28.8,11,5,2,5,4,2,9,22.2,7,261,76,29.1,17,79,165,10,0,0,10,7,18,15,0,69,28.8,1058,1249,84.7,15601,3568,630,709,88.9,306,355,86.2,74,95,77.9,12,9.5,+2.5,61,66,84,4,137,69,28.8,1521,16,69,566,971,231,1456,35,49,71.4,36,6,1120,5190,2994,182,61,46,31,23,1727,1298,75.2,219,69,28.8,27,118,47,39.8,4.10,1.63,0.17,0.43,15.5,3,7,11,23.5,15.1,0.13,+3.5,+4.9,91
20,70,Yuri Berchiche,11.3,19,1.68,16,1,0,0,1,1,3,0.27,3,0,0,0,0,0,70,11.3,29,18,15,10,4,8,16,50.0,8,155,49,31.6,72,63,20,29,7,0,22,28,57,22,0,70,11.3,509,641,79.4,8813,4221,238,273,87.2,218,265,82.3,40,76,52.6,2,0.6,+1.4,6,47,12,7,63,70,11.3,776,36,237,388,207,10,662,4,10,40.0,5,0,446,2764,1606,68,28,2,7,10,454,424,93.4,17,70,11.3,1,8,3,37.5,0.71,0.27,0.13,0.33,20.4,0,0,0,0.4,0.4,0.05,+0.6,+0.6,82
21,73,Blanco,0.3,1,2.90,1,0,0,0,0,0,1,2.90,1,0,0,0,0,0,73,0.3,0,0,0,0,0,0,1,0.0,1,9,2,22.2,6,3,0,1,1,0,0,2,2,1,1,73,0.3,17,18,94.4,277,37,8,8,100.0,8,9,88.9,1,1,100.0,0,0.0,0.0,0,1,0,0,1,73,0.3,23,2,12,10,3,0,23,2,2,100.0,2,1,18,97,61,0,1,0,0,0,14,14,100.0,0,73,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,71
22,74,Yassine Bounou,31.0,4,0.13,3,1,0,0,0,0,2,0.06,1,1,0,0,0,0,74,31.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,74,31.0,811,1072,75.7,24713,11905,107,108,99.1,396,401,98.8,304,559,54.4,2,0.6,+1.4,2,8,0,0,0,74,31.0,1138,1047,1137,3,0,0,840,1,1,100.0,1,0,572,2229,835,0,0,0,0,0,573,572,99.8,0,74,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,84
23,76,Martin Braithwaite,2.6,3,1.15,3,0,0,0,0,0,1,0.38,1,0,0,0,0,0,76,2.6,1,1,0,0,1,0,0,,0,32,15,46.9,3,10,19,4,0,0,4,0,1,4,0,76,2.6,46,57,80.7,673,104,29,32,90.6,15,20,75.0,1,2,50.0,1,1.3,-0.3,2,1,2,0,3,76,2.6,92,4,10,44,44,15,90,3,5,60.0,3,0,68,248,163,10,2,3,9,6,104,70,67.3,16,76,2.6,2,7,3,42.9,2.68,1.15,0.29,0.67,12.0,0,0,0,1.0,1.0,0.15,+1.0,+1.0,76
24,78,Claudio Bravo,16.2,3,0.19,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,78,16.2,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,1,0,78,16.2,325,507,64.1,11328,7440,56,57,98.2,116,120,96.7,153,330,46.4,0,0.2,-0.2,1,7,1,0,0,78,16.2,537,464,535,3,0,0,369,0,0,,0,0,263,1298,795,0,0,0,0,0,235,231,98.3,0,78,16.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,78
25,81,Ante Budimir,19.3,31,1.61,16,0,2,3,9,1,4,0.21,2,0,0,0,2,0,81,19.3,23,11,2,15,6,4,15,26.7,11,403,108,26.8,25,171,207,24,7,0,17,7,30,12,0,81,19.3,225,362,62.2,3202,533,139,205,67.8,61,105,58.1,13,18,72.2,2,1.3,+0.7,9,19,4,1,16,81,19.3,620,21,52,300,305,97,599,9,27,33.3,12,0,286,1109,553,32,14,3,65,32,901,426,47.3,120,81,19.3,8,44,18,40.9,2.28,0.93,0.14,0.33,11.5,0,2,2,8.4,7.1,0.16,-0.4,-1.1,76
26,82,Sergio Busquets,35.5,85,2.39,75,1,1,0,3,5,3,0.08,3,0,0,0,0,0,82,35.5,95,72,34,49,12,46,85,54.1,39,633,217,34.3,185,343,105,58,8,0,50,57,152,51,0,82,35.5,2462,2799,88.0,48573,11342,961,1045,92.0,1043,1148,90.9,407,519,78.4,0,1.9,-1.9,33,260,34,1,223,82,35.5,3109,93,626,2067,547,26,3023,18,20,90.0,18,2,2040,7059,3756,157,38,1,14,20,2373,2293,96.6,67,82,35.5,2,14,4,28.6,0.39,0.11,0.14,0.50,19.7,0,0,0,0.7,0.7,0.05,+1.3,+1.3,85
27,85,Leandro Cabrera,37.0,26,0.70,21,2,0,3,0,0,4,0.11,2,1,0,1,0,0,85,37.0,43,27,32,10,1,21,41,51.2,20,279,86,30.8,184,75,20,46,23,1,23,65,108,237,3,85,37.0,1405,1850,75.9,31621,14539,398,459,86.7,678,774,87.6,305,573,53.2,0,0.3,-0.3,7,106,2,0,92,85,37.0,2268,465,1280,979,99,25,2081,5,7,71.4,5,0,1241,5114,2233,32,11,0,6,6,1385,1367,98.7,7,85,37.0,2,17,6,35.3,0.46,0.16,0.12,0.33,10.2,0,0,0,1.3,1.3,0.08,+0.7,+0.7,75
28,91,Eduardo Camavinga,13.7,31,2.26,26,0,1,0,2,2,3,0.22,3,0,0,0,0,0,91,13.7,50,32,21,21,8,18,33,54.5,15,345,91,26.4,115,172,58,28,2,0,26,18,68,16,0,91,13.7,758,841,90.1,14817,3289,308,332,92.8,327,355,92.1,118,135,87.4,1,1.2,-0.2,13,65,6,2,60,91,13.7,1015,40,255,598,245,23,1007,21,32,65.6,21,1,759,3688,1969,68,28,2,18,17,810,761,94.0,40,91,13.7,2,12,5,41.7,0.87,0.36,0.17,0.40,23.6,0,0,0,1.0,1.0,0.08,+1.0,+1.0,79
29,93,Sergio Canales,31.0,117,3.77,100,3,4,4,3,3,13,0.42,11,0,1,0,1,0,93,31.0,31,27,10,13,8,10,32,31.3,22,318,96,30.2,73,153,92,20,1,0,19,19,50,13,0,93,31.0,1551,1867,83.1,28685,6995,713,788,90.5,554,636,87.1,228,335,68.1,8,5.1,+2.9,62,148,62,5,182,93,31.0,2128,29,300,1203,823,92,2070,28,52,53.8,29,5,1639,9976,5460,233,82,13,51,41,1957,1724,88.1,152,93,31.0,5,55,23,41.8,1.77,0.74,0.09,0.22,20.1,3,0,0,4.7,4.7,0.09,+0.3,+0.3,84
30,95,Ander Capa,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,95,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0,95,0.0,1,2,50.0,20,20,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,95,0.0,3,0,1,1,1,0,3,0,0,,0,0,2,21,17,1,0,0,0,0,3,3,100.0,0,95,0.0,0,1,0,0.0,22.50,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.03,0.0,0.0,77
31,101,Carmona,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,101,0.3,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,1,1,1,0,101,0.3,6,12,50.0,158,49,1,2,50.0,2,5,40.0,3,4,75.0,0,0.0,0.0,0,2,0,0,1,101,0.3,15,3,9,5,1,1,10,1,1,100.0,1,0,7,33,29,3,0,1,0,0,4,4,100.0,0,101,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,60
32,102,Yannick Carrasco,28.7,115,4.01,62,22,22,6,2,1,12,0.42,5,4,2,1,0,0,102,28.7,36,23,16,12,8,22,46,47.8,24,340,108,31.8,105,119,116,23,6,0,17,37,73,16,0,102,28.7,977,1284,76.1,15383,5155,553,635,87.1,315,402,78.4,76,174,43.7,6,6.2,-0.2,55,54,47,10,94,102,28.7,1643,36,246,646,885,165,1434,73,126,57.9,78,8,1213,6817,4237,226,57,52,69,59,1394,1089,78.1,181,102,28.7,6,49,10,20.4,1.71,0.35,0.08,0.40,18.3,1,2,2,6.1,4.6,0.09,-0.1,-0.6,63
33,104,Dani Carvajal,17.2,38,2.21,35,0,1,0,0,2,6,0.35,5,0,1,0,0,0,104,17.2,35,22,15,12,8,12,31,38.7,19,233,65,27.9,90,85,58,33,9,0,24,34,69,35,2,104,17.2,1040,1205,86.3,18625,5014,476,521,91.4,411,467,88.0,134,176,76.1,3,2.4,+0.6,26,45,27,8,68,104,17.2,1375,80,400,573,467,40,1223,8,20,40.0,9,0,839,3420,1692,73,28,6,12,13,971,913,94.0,59,104,17.2,1,10,2,20.0,0.58,0.12,0.10,0.50,19.7,0,0,0,0.5,0.5,0.05,+0.5,+0.5,84
34,105,William Carvalho,20.1,50,2.49,42,0,4,1,1,2,7,0.35,3,0,1,1,1,1,105,20.1,48,34,19,27,2,18,38,47.4,20,291,88,30.2,95,173,23,23,7,0,16,22,70,30,0,105,20.1,1164,1319,88.2,21488,5487,513,569,90.2,473,513,92.2,158,198,79.8,3,1.5,+1.5,21,141,22,0,133,105,20.1,1555,39,276,1053,321,47,1541,38,53,71.7,39,3,1182,5087,2531,95,17,4,17,27,1300,1202,92.5,47,105,20.1,2,33,10,30.3,1.65,0.50,0.06,0.20,15.8,0,0,0,3.1,3.1,0.09,-1.1,-1.1,80
35,106,Casemiro,28.5,63,2.21,56,0,0,1,2,4,11,0.39,8,0,0,1,1,1,106,28.5,90,64,51,34,5,32,70,45.7,38,445,179,40.2,209,189,47,65,19,0,46,59,149,84,3,106,28.5,1714,1983,86.4,34844,9441,672,744,90.3,680,774,87.9,322,395,81.5,3,2.6,+0.4,24,181,20,2,144,106,28.5,2373,179,743,1312,409,33,2327,13,24,54.2,14,3,1402,5345,2997,97,25,2,23,22,1711,1631,95.3,46,106,28.5,1,41,9,22.0,1.44,0.32,0.02,0.11,24.5,1,0,0,2.4,2.4,0.06,-1.4,-1.4,89
36,108,Catena,36.0,25,0.69,17,2,0,2,2,2,3,0.08,2,0,0,1,0,0,108,36.0,36,22,21,15,0,20,36,55.6,16,190,68,35.8,110,73,7,50,27,2,23,55,91,191,0,108,36.0,1383,1672,82.7,35586,13242,291,332,87.7,652,715,91.2,430,601,71.5,2,0.7,+1.3,7,86,2,0,73,108,36.0,2024,339,1199,874,54,38,1939,6,10,60.0,7,1,1119,5596,3099,38,3,0,5,4,1271,1248,98.2,4,108,36.0,2,22,6,27.3,0.61,0.17,0.09,0.33,9.9,0,0,0,1.6,1.6,0.07,+0.4,+0.4,76
37,109,Dani Ceballos,3.1,13,4.24,11,0,0,2,0,0,2,0.65,1,0,0,1,0,0,109,3.1,12,6,5,7,0,5,8,62.5,3,66,20,30.3,18,32,16,6,2,0,4,7,19,0,0,109,3.1,238,263,90.5,4350,1084,107,117,91.5,98,104,94.2,29,35,82.9,0,0.1,-0.1,3,16,5,1,13,109,3.1,312,8,73,192,81,12,310,3,7,42.9,3,1,255,1356,588,20,11,1,7,4,258,249,96.5,11,109,3.1,0,10,3,30.0,3.26,0.98,0.00,0.00,19.8,1,0,0,0.7,0.7,0.07,-0.7,-0.7,77
38,111,Chapela,4.4,5,1.13,4,0,0,0,1,0,1,0.23,1,0,0,0,0,0,111,4.4,7,3,2,1,4,0,5,0.0,5,85,19,22.4,31,34,20,7,1,0,6,6,13,5,0,111,4.4,56,90,62.2,1308,619,15,23,65.2,26,36,72.2,12,24,50.0,0,0.2,-0.2,2,10,1,0,14,111,4.4,134,7,40,62,43,4,133,2,5,40.0,2,0,84,547,341,11,4,0,8,4,99,70,70.7,8,111,4.4,0,3,0,0.0,0.68,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,66
39,113,Denis Cheryshev,6.3,15,2.40,10,2,0,0,1,2,3,0.48,1,0,0,0,1,1,113,6.3,10,5,5,1,4,5,14,35.7,9,111,25,22.5,20,55,36,11,1,0,10,13,23,12,0,113,6.3,108,169,63.9,1990,535,48,68,70.6,44,62,71.0,12,27,44.4,1,0.3,+0.7,3,8,5,1,14,113,6.3,259,10,49,93,131,23,244,6,13,46.2,7,4,146,741,380,22,6,4,12,5,195,134,68.7,23,113,6.3,0,11,4,36.4,1.76,0.64,0.00,0.00,15.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0,75
40,114,Samuel Chukwueze,14.8,50,3.38,36,0,9,2,2,1,7,0.47,3,0,2,2,0,0,114,14.8,11,7,4,6,1,5,8,62.5,3,160,51,31.9,42,52,66,6,0,0,6,15,26,5,0,114,14.8,344,473,72.7,5823,1244,173,217,79.7,132,170,77.6,31,57,54.4,3,4.4,-1.4,27,7,25,3,41,114,14.8,695,3,78,307,392,118,689,58,109,53.2,62,8,594,3685,2376,130,37,41,43,37,697,551,79.1,100,114,14.8,3,34,7,20.6,2.30,0.47,0.09,0.43,16.2,0,0,0,4.4,4.4,0.13,-1.4,-1.4,79
41,121,Eray Cömert,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,121,4.5,5,2,4,1,0,3,5,60.0,2,39,11,28.2,22,16,1,4,3,0,1,6,11,11,0,121,4.5,158,190,83.2,3901,1078,31,34,91.2,85,92,92.4,41,62,66.1,0,0.0,0.0,0,14,0,0,10,121,4.5,220,34,119,111,5,4,216,0,0,,0,0,135,882,394,13,0,0,1,0,144,144,100.0,1,121,4.5,0,3,1,33.3,0.66,0.22,0.00,0.00,7.7,0,0,0,0.4,0.4,0.13,-0.4,-0.4,71
