,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
42,122,Santi Comesaña,29.8,54,1.81,44,2,2,2,2,2,5,0.17,3,0,1,1,0,0,122,29.8,91,64,49,31,11,34,96,35.4,62,790,247,31.3,267,388,135,61,8,0,53,54,145,39,2,122,29.8,1241,1488,83.4,23731,7137,508,591,86.0,525,594,88.4,175,233,75.1,2,2.5,-0.5,28,130,22,3,149,122,29.8,1844,73,424,1173,344,59,1801,37,60,61.7,39,1,1176,5445,3032,120,28,3,19,33,1310,1187,90.6,62,122,29.8,1,34,5,14.7,1.14,0.17,0.03,0.20,12.5,1,0,0,4.0,4.0,0.12,-3.0,-3.0,75
43,123,Diego Conde,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,123,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,123,0.1,0,6,0.0,0,0,0,0,,0,0,,0,6,0.0,0,0.0,0.0,0,0,0,0,0,123,0.1,6,5,6,0,0,0,3,0,0,,0,0,2,14,11,0,0,0,0,0,2,2,100.0,0,123,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,65
44,124,Francis Coquelin,9.2,17,1.84,12,0,0,1,3,1,1,0.11,1,0,0,0,0,0,124,9.2,28,14,8,16,4,11,17,64.7,6,158,66,41.8,45,71,42,14,4,0,10,16,44,11,0,124,9.2,424,480,88.3,7303,1623,199,222,89.6,165,178,92.7,45,54,83.3,1,0.7,+0.3,10,43,11,0,44,124,9.2,605,19,105,345,191,28,599,15,21,71.4,15,0,427,1947,1018,45,15,2,15,20,486,433,89.1,47,124,9.2,2,5,2,40.0,0.54,0.22,0.40,1.00,13.8,0,0,0,0.3,0.3,0.05,+1.7,+1.7,80
45,127,Thierry Correia,15.7,22,1.40,17,0,1,0,1,3,1,0.06,1,0,0,0,0,0,127,15.7,49,31,31,15,3,12,28,42.9,16,339,98,28.9,166,104,69,31,5,0,26,35,84,29,0,127,15.7,450,648,69.4,8990,3945,176,218,80.7,203,264,76.9,65,137,47.4,1,0.9,+0.1,9,42,14,6,57,127,15.7,840,39,274,359,250,16,702,10,30,33.3,15,1,430,2257,1239,49,15,2,20,14,449,393,87.5,35,127,15.7,0,3,1,33.3,0.19,0.06,0.00,0.00,19.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,76
46,130,Thibaut Courtois,36.0,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,130,36.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,1,1,130,36.0,936,1139,82.2,23757,12759,176,176,100.0,516,517,99.8,239,441,54.2,0,0.0,0.0,0,4,0,0,1,130,36.0,1209,1091,1206,3,0,0,959,0,0,,0,0,658,2927,1463,0,0,0,0,0,670,664,99.1,0,130,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,90
47,133,Juan Cruz Armada,21.5,6,0.28,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,133,21.5,28,15,21,6,1,11,20,55.0,9,155,55,35.5,77,69,9,26,13,0,13,44,72,54,0,133,21.5,786,951,82.6,16138,5992,254,282,90.1,417,475,87.8,111,179,62.0,0,0.0,0.0,2,56,4,1,65,133,21.5,1105,116,480,617,63,6,1017,8,11,72.7,8,1,674,3836,1766,47,8,1,0,7,658,638,97.0,9,133,21.5,0,3,0,0.0,0.14,0.00,0.00,,17.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,66
48,135,Jorge Cuenca,29.8,7,0.23,6,0,0,0,1,0,1,0.03,1,0,0,0,0,0,135,29.8,54,26,41,12,1,20,30,66.7,10,238,77,32.4,141,91,6,51,18,1,33,60,114,148,1,135,29.8,747,1070,69.8,16527,6548,211,271,77.9,387,470,82.3,139,303,45.9,0,0.1,-0.1,2,49,1,0,58,135,29.8,1414,170,746,660,52,28,1358,7,8,87.5,7,0,684,2892,1272,32,5,0,11,6,739,714,96.6,3,135,29.8,1,16,6,37.5,0.54,0.20,0.06,0.17,11.0,0,0,0,0.7,0.7,0.04,+0.3,+0.3,73
49,136,Matheus Cunha,11.8,22,1.86,12,0,0,3,6,1,7,0.59,4,0,0,1,2,0,136,11.8,26,17,6,13,7,3,12,25.0,9,260,72,27.7,29,110,121,15,4,0,11,8,34,8,0,136,11.8,167,233,71.7,2417,532,98,121,81.0,50,64,78.1,10,20,50.0,4,2.2,+1.8,8,8,11,0,23,136,11.8,415,13,47,181,206,68,402,7,13,53.8,8,0,237,1259,694,37,9,9,36,16,529,269,50.9,80,136,11.8,6,36,14,38.9,3.05,1.19,0.17,0.43,15.1,0,0,0,6.3,6.3,0.18,-0.3,-0.3,81
50,137,Sergi Darder,34.7,88,2.53,68,7,1,4,4,4,14,0.40,13,0,0,1,0,0,137,34.7,43,26,18,16,9,12,49,24.5,37,530,127,24.0,151,290,89,34,2,0,32,44,87,32,2,137,34.7,1442,1746,82.6,28706,8082,593,653,90.8,594,671,88.5,230,360,63.9,9,4.9,+4.1,41,176,43,6,156,137,34.7,2045,64,446,1308,491,43,1946,42,64,65.6,44,3,1525,9412,5188,200,73,13,26,43,1678,1564,93.2,64,137,34.7,3,44,17,38.6,1.27,0.49,0.07,0.18,23.2,0,0,0,2.8,2.8,0.06,+0.2,+0.2,82
51,138,Rodrigo De Paul,23.9,85,3.56,57,23,1,1,1,2,5,0.21,4,1,0,0,0,0,138,23.9,56,30,22,25,9,23,50,46.0,27,505,123,24.4,138,281,86,35,3,0,32,31,87,19,0,138,23.9,1125,1420,79.2,23080,7494,453,512,88.5,428,490,87.3,213,356,59.8,1,4.1,-3.1,52,153,41,7,149,138,23.9,1687,27,314,1055,436,18,1565,24,40,60.0,25,3,1210,6585,3501,160,50,6,30,25,1279,1183,92.5,49,138,23.9,3,23,9,39.1,0.96,0.38,0.13,0.33,22.4,0,0,0,1.6,1.6,0.07,+1.4,+1.4,84
52,139,Thomas Delaney,17.2,15,0.87,11,0,0,2,1,1,2,0.12,1,0,0,1,0,0,139,17.2,43,24,19,21,3,9,24,37.5,15,267,76,28.5,97,144,26,30,13,0,17,21,64,36,1,139,17.2,632,801,78.9,12054,2924,268,306,87.6,248,302,82.1,103,162,63.6,1,0.6,+0.4,10,45,8,2,39,139,17.2,981,58,267,571,171,26,966,6,9,66.7,7,0,569,2190,997,34,9,1,8,13,705,641,90.9,22,139,17.2,2,17,5,29.4,0.99,0.29,0.12,0.40,11.8,0,0,0,1.3,1.3,0.07,+0.7,+0.7,81
53,141,Yusuf Demir,2.1,5,2.34,0,3,0,0,2,0,0,0.00,0,0,0,0,0,0,141,2.1,2,1,2,0,0,0,4,0.0,4,39,19,48.7,17,13,9,5,0,0,5,0,2,1,0,141,2.1,77,85,90.6,969,186,52,55,94.5,19,22,86.4,2,4,50.0,0,0.0,0.0,1,2,2,0,2,141,2.1,116,2,14,38,68,9,105,5,10,50.0,6,1,86,317,176,12,2,2,5,7,95,77,81.1,18,141,2.1,0,1,0,0.0,0.47,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,65
54,142,Memphis Depay,20.6,76,3.70,43,18,6,3,6,0,11,0.53,5,1,2,1,2,0,142,20.6,12,7,3,3,6,2,10,20.0,8,210,62,29.5,14,85,111,13,2,0,11,6,18,3,0,142,20.6,725,965,75.1,10974,2829,460,519,88.6,173,239,72.4,65,146,44.5,2,3.9,-1.9,45,32,30,10,70,142,20.6,1253,8,53,491,778,156,1096,34,66,51.5,38,0,841,3553,2260,149,36,41,80,42,1273,955,75.0,244,142,20.6,12,56,29,51.8,2.72,1.41,0.14,0.28,18.7,6,4,5,11.0,7.2,0.13,+1.0,+0.8,85
55,143,Sergiño Dest,16.8,39,2.32,30,1,7,0,1,0,3,0.18,3,0,0,0,0,0,143,16.8,36,24,22,10,4,19,28,67.9,9,237,82,34.6,105,77,55,26,4,0,22,17,53,14,0,143,16.8,880,1000,88.0,13944,4131,470,497,94.6,358,403,88.8,44,72,61.1,3,2.8,+0.2,19,59,17,4,69,143,16.8,1199,26,285,554,457,54,1068,31,59,52.5,32,1,886,4798,2998,141,39,19,33,33,915,853,93.2,67,143,16.8,0,12,3,25.0,0.71,0.18,0.00,0.00,15.6,0,0,0,1.5,1.5,0.13,-1.5,-1.5,77
56,144,Boulaye Dia,14.1,32,2.27,24,0,3,2,0,3,7,0.50,5,0,1,1,0,0,144,14.1,10,9,3,4,3,1,5,20.0,4,209,56,26.8,22,78,109,11,1,0,10,8,18,4,0,144,14.1,195,257,75.9,2829,375,102,130,78.5,69,84,82.1,8,16,50.0,5,1.9,+3.1,17,4,3,0,12,144,14.1,413,4,42,182,213,88,398,13,23,56.5,13,0,274,1355,621,27,7,9,37,25,552,308,55.8,119,144,14.1,5,37,11,29.7,2.62,0.78,0.14,0.45,14.1,0,0,0,5.0,5.0,0.14,0.0,0.0,79
57,145,Mouctar Diakhaby,21.6,9,0.42,6,0,1,0,1,1,1,0.05,1,0,0,0,0,0,145,21.6,45,32,26,16,3,17,25,68.0,8,241,84,34.9,119,107,15,50,20,0,30,57,102,106,0,145,21.6,542,700,77.4,13316,4453,120,146,82.2,268,306,87.6,149,237,62.9,1,0.1,+0.9,3,48,2,1,50,145,21.6,970,175,519,443,57,19,934,12,17,70.6,13,1,500,3035,1543,42,4,1,4,6,462,446,96.5,4,145,21.6,0,8,1,12.5,0.37,0.05,0.00,0.00,10.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,73
58,148,Landry Dimata,6.0,16,2.66,11,0,1,0,3,1,0,0.00,0,0,0,0,0,0,148,6.0,3,2,1,1,1,0,2,0.0,2,90,25,27.8,7,45,38,2,0,0,2,3,6,7,0,148,6.0,71,99,71.7,1047,169,40,52,76.9,22,30,73.3,5,6,83.3,0,0.2,-0.2,5,7,2,0,5,148,6.0,181,8,17,97,81,20,176,4,8,50.0,4,0,115,554,297,14,6,2,22,10,276,136,49.3,42,148,6.0,0,8,0,0.0,1.33,0.00,0.00,,10.9,0,0,0,1.3,1.3,0.17,-1.3,-1.3,72
59,149,Stole Dimitrievski,30.8,3,0.10,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,149,30.8,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,2,149,30.8,538,955,56.3,19858,14443,87,87,100.0,177,182,97.3,272,683,39.8,0,0.0,0.0,0,20,0,0,0,149,30.8,1028,927,1024,7,0,0,702,0,0,,0,0,430,2427,1514,0,0,0,0,0,369,368,99.7,0,149,30.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,78
60,153,Marko Dmitrović,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,153,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,153,6.0,187,224,83.5,5088,2358,39,39,100.0,95,95,100.0,53,90,58.9,0,0.0,0.0,0,2,0,0,0,153,6.0,238,209,237,1,0,0,195,0,0,,0,0,131,341,141,0,0,0,0,0,132,132,100.0,0,153,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,80
61,157,John Donald,2.0,3,1.50,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0,157,2.0,8,6,4,3,1,2,5,40.0,3,34,14,41.2,18,15,1,6,3,0,3,3,11,3,0,157,2.0,78,89,87.6,1419,550,26,28,92.9,43,47,91.5,6,11,54.5,0,0.0,0.0,1,10,0,0,6,157,2.0,113,9,50,64,8,2,108,0,0,,0,0,67,333,221,14,2,0,1,1,68,65,95.6,1,157,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,14.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,60
62,158,Domingos Duarte,18.7,7,0.37,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,158,18.7,20,9,11,8,1,6,10,60.0,4,122,41,33.6,65,51,6,33,21,1,12,26,46,98,3,158,18.7,548,702,78.1,12800,4801,135,159,84.9,286,334,85.6,122,197,61.9,0,0.0,0.0,1,36,0,0,40,158,18.7,896,158,494,427,28,12,866,1,3,33.3,1,0,447,2345,1071,21,4,0,4,1,491,480,97.8,1,158,18.7,1,6,1,16.7,0.32,0.05,0.17,1.00,8.7,0,0,0,0.7,0.7,0.11,+0.3,+0.3,77
63,161,Unai Dufur,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,161,1.0,1,1,0,1,0,0,0,,0,7,3,42.9,4,3,0,1,0,0,1,3,4,3,0,161,1.0,37,50,74.0,827,276,11,13,84.6,20,25,80.0,6,11,54.5,0,0.0,0.0,0,4,0,0,6,161,1.0,59,5,19,39,2,1,59,0,0,,0,0,30,127,49,1,0,0,0,0,34,33,97.1,0,161,1.0,0,1,0,0.0,1.00,0.00,0.00,,6.7,0,0,0,0.0,0.0,0.04,0.0,0.0,62
64,162,Hugo Duro,20.4,32,1.57,21,0,3,1,6,1,7,0.34,2,0,1,1,2,1,162,20.4,31,20,12,15,4,11,40,27.5,29,524,140,26.7,104,228,192,30,2,0,28,8,39,13,1,162,20.4,282,391,72.1,3889,883,163,206,79.1,91,125,72.8,11,27,40.7,1,0.9,+0.1,14,10,3,0,19,162,20.4,657,24,99,278,317,73,639,13,24,54.2,14,2,370,1067,508,23,9,5,63,53,759,429,56.5,92,162,20.4,7,31,15,48.4,1.52,0.74,0.23,0.47,11.4,0,0,0,3.8,3.8,0.12,+3.2,+3.2,77
65,163,Hugo Duro,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,163,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,163,0.1,3,4,75.0,35,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,163,0.1,6,0,0,0,6,5,6,0,0,,0,0,2,5,2,0,0,0,0,0,5,5,100.0,2,163,0.1,0,2,1,50.0,15.00,7.50,0.00,0.00,16.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,77
66,164,Aritz Elustondo,23.4,10,0.43,7,0,0,1,1,1,1,0.04,1,0,0,0,0,0,164,23.4,26,16,20,6,0,6,14,42.9,8,168,62,36.9,88,65,15,32,14,0,18,50,76,103,0,164,23.4,991,1164,85.1,21437,6878,286,323,88.5,501,561,89.3,193,258,74.8,1,0.2,+0.8,2,58,3,0,72,164,23.4,1391,190,705,685,94,20,1318,7,10,70.0,7,0,835,5218,2793,76,10,0,4,6,858,838,97.7,8,164,23.4,4,16,7,43.8,0.68,0.30,0.25,0.57,12.8,0,0,0,2.1,2.1,0.13,+1.9,+1.9,82
67,165,Adri Embarba,22.1,81,3.67,38,23,8,4,5,3,6,0.27,2,3,0,1,0,0,165,22.1,42,25,21,12,9,14,47,29.8,33,349,87,24.9,101,154,94,42,3,0,39,29,71,27,0,165,22.1,491,794,61.8,8450,2659,252,311,81.0,155,238,65.1,63,187,33.7,2,2.5,-0.5,36,23,23,12,36,165,22.1,1133,42,188,436,606,52,973,32,70,45.7,37,5,683,4091,2410,131,42,18,51,47,839,660,78.7,96,165,22.1,0,49,16,32.7,2.22,0.73,0.00,0.00,22.9,15,0,0,3.1,3.1,0.06,-3.1,-3.1,75
68,167,Youssef En-Nesyri,14.2,12,0.85,9,0,1,1,1,0,4,0.28,2,0,1,0,1,0,167,14.2,9,5,4,3,2,3,12,25.0,9,226,51,22.6,15,109,102,13,5,0,8,5,14,18,0,167,14.2,126,183,68.9,1947,330,61,81,75.3,41,60,68.3,12,22,54.5,1,1.3,-0.3,6,9,2,0,11,167,14.2,334,21,45,149,150,67,318,6,16,37.5,6,0,156,579,253,14,2,6,28,14,487,220,45.2,77,167,14.2,5,36,12,33.3,2.54,0.85,0.11,0.33,11.6,0,1,1,5.8,5.1,0.14,-0.8,-1.1,80
69,170,Sergio Escudero,15.9,37,2.32,24,3,1,6,3,0,4,0.25,3,0,1,0,0,0,170,15.9,47,23,23,19,5,20,46,43.5,26,235,75,31.9,107,95,33,36,4,0,32,33,80,45,0,170,15.9,524,721,72.7,10338,4511,213,248,85.9,228,289,78.9,73,157,46.5,1,1.1,-0.1,10,35,13,4,46,170,15.9,924,48,281,472,211,15,760,3,13,23.1,3,0,442,1917,1034,40,10,3,8,15,477,414,86.8,26,170,15.9,2,21,3,14.3,1.32,0.19,0.10,0.67,26.5,4,0,0,1.5,1.5,0.07,+0.5,+0.5,75
70,171,Alfonso Espino,37.0,72,1.95,52,10,2,2,1,5,4,0.11,3,0,0,0,0,1,171,37.0,113,78,61,39,13,43,116,37.1,73,725,223,30.8,364,264,97,84,12,0,72,91,204,86,2,171,37.0,1124,1778,63.2,22133,10055,472,567,83.2,447,627,71.3,180,472,38.1,2,3.9,-1.9,40,90,35,22,100,171,37.0,2233,156,802,1004,553,51,1857,23,40,57.5,25,1,1152,6164,3370,129,47,7,33,28,1141,1019,89.3,86,171,37.0,2,27,8,29.6,0.73,0.22,0.07,0.25,20.3,0,0,0,1.6,1.4,0.05,+0.4,+0.6,78
71,174,Abdessamad Ezzalzouli,6.4,11,1.71,6,0,2,1,1,1,1,0.16,0,0,0,1,0,0,174,6.4,15,10,9,4,2,5,8,62.5,3,101,33,32.7,28,39,34,6,0,0,6,11,26,0,0,174,6.4,138,189,73.0,1783,282,105,122,86.1,21,34,61.8,7,15,46.7,0,0.6,-0.6,5,2,3,1,9,174,6.4,306,0,46,102,195,60,301,29,47,61.7,30,2,273,1819,1242,59,17,23,24,22,297,229,77.1,50,174,6.4,1,16,3,18.8,2.48,0.47,0.06,0.33,16.2,0,0,0,1.3,1.3,0.08,-0.3,-0.3,70
72,175,Radamel Falcao,9.3,14,1.50,7,0,2,3,2,0,3,0.32,0,0,0,2,1,0,175,9.3,3,1,1,1,1,0,2,0.0,2,148,46,31.1,8,62,78,5,1,0,4,0,3,12,0,175,9.3,133,174,76.4,1967,261,69,87,79.3,50,63,79.4,6,7,85.7,0,0.7,-0.7,5,10,2,1,7,175,9.3,295,12,21,155,129,43,282,3,6,50.0,3,0,158,513,221,14,3,5,35,15,457,226,49.5,46,175,9.3,6,33,15,45.5,3.54,1.61,0.18,0.40,12.7,2,0,0,4.4,4.4,0.13,+1.6,+1.6,76
73,178,Ansu Fati,3.7,10,2.68,7,0,0,0,2,1,2,0.54,1,0,0,0,1,0,178,3.7,4,2,0,2,2,0,0,,0,71,21,29.6,4,31,36,5,0,0,5,3,7,0,0,178,3.7,136,164,82.9,1708,284,87,99,87.9,35,42,83.3,4,6,66.7,0,0.7,-0.7,2,2,4,0,7,178,3.7,230,0,12,85,149,38,221,6,15,40.0,8,1,177,849,519,33,7,10,12,10,237,194,81.9,37,178,3.7,4,18,8,44.4,4.82,2.14,0.22,0.50,16.8,1,0,0,1.4,1.4,0.08,+2.6,+2.6,79
74,180,Nabil Fekir,31.0,161,5.19,78,49,9,4,15,6,19,0.61,11,5,2,0,1,0,180,31.0,48,34,6,29,13,5,27,18.5,22,602,156,25.9,85,330,187,17,1,0,16,16,64,4,0,180,31.0,1216,1507,80.7,20704,6682,615,664,92.6,403,470,85.7,142,269,52.8,8,6.8,+1.2,83,114,42,3,139,180,31.0,1964,7,126,959,1026,154,1759,57,103,55.3,61,3,1497,8072,4310,237,84,52,86,84,1788,1467,82.0,228,180,31.0,6,84,31,36.9,2.71,1.00,0.07,0.19,21.2,10,0,0,5.0,5.0,0.06,+1.0,+1.0,85
75,181,Felipe,16.7,9,0.54,8,0,0,1,0,0,1,0.06,1,0,0,0,0,0,181,16.7,22,16,13,7,2,8,16,50.0,8,142,51,35.9,74,64,4,25,13,0,12,32,54,76,1,181,16.7,659,793,83.1,13485,4345,214,235,91.1,326,364,89.6,103,164,62.8,1,0.4,+0.6,5,30,1,0,32,181,16.7,965,136,519,460,34,18,932,4,4,100.0,4,0,541,3145,1423,34,2,0,1,4,569,546,96.0,3,181,16.7,2,11,4,36.4,0.66,0.24,0.18,0.50,8.8,0,0,0,1.0,1.0,0.09,+1.0,+1.0,81
76,185,Fernando,20.6,23,1.12,21,1,1,0,0,0,3,0.15,2,1,0,0,0,0,185,20.6,29,23,17,10,2,10,37,27.0,27,201,74,36.8,100,91,10,35,13,0,22,42,71,46,0,185,20.6,1121,1248,89.8,24782,5214,338,363,93.1,548,578,94.8,227,282,80.5,1,0.3,+0.7,5,65,5,0,51,185,20.6,1420,130,544,810,155,12,1385,6,9,66.7,6,2,947,4004,1977,55,22,0,11,8,1021,992,97.2,18,185,20.6,1,7,1,14.3,0.34,0.05,0.14,1.00,15.6,0,0,0,0.6,0.6,0.09,+0.4,+0.4,83
77,186,Fidel,25.1,72,2.87,54,13,2,0,1,2,10,0.40,9,1,0,0,0,0,186,25.1,38,20,15,12,11,13,48,27.1,35,386,112,29.0,139,165,82,15,1,0,14,18,56,22,0,186,25.1,813,1095,74.2,13674,5337,440,513,85.8,258,327,78.9,96,197,48.7,6,5.1,+0.9,40,85,21,9,112,186,25.1,1362,40,250,689,519,59,1277,23,55,41.8,24,3,980,4793,2932,141,46,15,46,51,1191,1000,84.0,102,186,25.1,5,16,7,43.8,0.64,0.28,0.25,0.57,15.4,1,1,1,3.1,2.3,0.14,+1.9,+1.7,77
78,188,Dimitri Foulquier,26.0,23,0.88,15,2,1,1,4,0,4,0.15,1,1,0,0,2,0,188,26.0,48,26,22,22,4,13,23,56.5,10,401,103,25.7,166,182,53,51,6,0,45,53,101,56,0,188,26.0,705,1007,70.0,13590,6113,285,338,84.3,307,408,75.2,99,210,47.1,1,0.7,+0.3,10,68,12,5,73,188,26.0,1268,89,395,653,308,18,1028,16,25,64.0,19,5,651,3937,2438,90,36,3,17,22,631,575,91.1,19,188,26.0,0,16,5,31.3,0.61,0.19,0.00,0.00,21.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,75
79,189,Dimitri Foulquier,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,189,2.0,2,2,2,0,0,1,3,33.3,2,18,3,16.7,3,10,5,1,1,1,0,2,4,4,0,189,2.0,52,76,68.4,740,388,31,35,88.6,17,22,77.3,3,10,30.0,0,0.0,0.0,1,4,1,1,5,189,2.0,92,3,24,53,19,0,68,1,1,100.0,1,0,36,162,73,4,1,0,2,3,50,43,86.0,1,189,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,75
80,190,Juan Foyth,21.4,27,1.26,26,0,1,0,0,0,1,0.05,1,0,0,0,0,0,190,21.4,72,46,39,23,10,32,51,62.7,19,331,108,32.6,174,113,44,45,8,1,37,34,106,56,1,190,21.4,1000,1180,84.7,18468,7273,407,451,90.2,487,559,87.1,97,140,69.3,1,1.8,-0.8,11,73,12,1,81,190,21.4,1414,89,493,778,254,19,1215,20,30,66.7,22,1,858,5166,2969,94,33,5,12,20,859,805,93.7,18,190,21.4,1,6,2,33.3,0.28,0.09,0.17,0.50,11.3,0,0,0,0.5,0.5,0.09,+0.5,+0.5,79
81,222,Gori,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,222,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,2,0,1,0,0,1,0,0,0,0,222,0.1,4,5,80.0,77,37,1,1,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,222,0.1,6,0,2,3,2,0,6,0,0,,0,0,5,56,49,0,1,0,0,0,5,5,100.0,0,222,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,64
82,225,Dominik Greif,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,225,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,225,1.0,20,31,64.5,489,206,8,8,100.0,5,5,100.0,7,18,38.9,0,0.0,0.0,0,0,0,0,0,225,1.0,33,32,33,0,0,0,21,0,0,,0,0,13,25,20,0,0,0,0,0,10,10,100.0,0,225,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,72
83,227,Antoine Griezmann,18.8,51,2.71,39,8,0,1,2,1,11,0.58,10,0,0,0,0,1,227,18.8,29,20,10,14,5,12,29,41.4,17,405,113,27.9,70,199,136,18,1,0,17,18,47,15,0,227,18.8,560,710,78.9,8706,1834,311,359,86.6,176,219,80.4,47,87,54.0,4,3.4,+0.6,26,34,12,1,44,227,18.8,916,16,111,443,414,82,875,19,32,59.4,19,2,597,2844,1419,68,26,10,34,20,954,682,71.5,135,227,18.8,3,45,13,28.9,2.39,0.69,0.07,0.23,16.0,3,0,0,4.8,4.8,0.11,-1.8,-1.8,83
84,228,Antoine Griezmann,2.9,5,1.71,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,228,2.9,9,6,3,6,0,2,6,33.3,4,67,28,41.8,11,38,18,5,0,0,5,6,15,5,0,228,2.9,85,99,85.9,1708,345,38,44,86.4,27,30,90.0,17,18,94.4,0,0.0,0.0,0,6,0,0,10,228,2.9,146,5,24,84,47,8,146,3,6,50.0,3,1,111,513,252,10,3,1,6,7,145,109,75.2,20,228,2.9,0,4,0,0.0,1.37,0.00,0.00,,12.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,83
85,232,Nemanja Gudelj,11.6,8,0.69,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,232,11.6,22,16,12,7,3,9,11,81.8,2,131,46,35.1,62,57,12,23,8,0,15,18,40,47,1,232,11.6,601,669,89.8,12163,2649,216,230,93.9,283,300,94.3,96,124,77.4,0,0.1,-0.1,2,27,0,0,20,232,11.6,781,99,400,385,36,3,759,0,0,,0,0,493,2581,1184,25,3,0,5,2,546,522,95.6,4,232,11.6,0,4,2,50.0,0.34,0.17,0.00,0.00,25.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1,79
