,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
139,350,Ignasi Miquel,19.7,11,0.56,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0,350,19.7,19,10,11,7,1,4,15,26.7,11,23,13,10,33,52,113,0,350,19.7,517,727,71.1,11500,4896,139,169,82.2,273,330,82.7,102,207,49.3,1,0.4,0.2,+0.6,2,31,0,0,42,350,19.7,947,117,506,400,47,21,947,12,10,83.3,2,16.7,424,2207,1097,6,4,0,8,5,473,2,350,19.7,0,9,1,11.1,0.46,0.05,0.00,0.00,11.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7,73
140,351,Luka Modrić,21.9,107,4.89,86,1,13,2,3,2,14,0.64,10,1,0,2,0,1,351,21.9,33,22,14,15,4,15,41,36.6,26,13,4,9,31,64,7,0,351,21.9,1394,1572,88.7,24341,7975,692,739,93.6,491,545,90.1,169,207,81.6,6,4.2,4.0,+1.8,39,196,42,1,254,351,21.9,1731,26,242,1067,443,43,1731,63,48,76.2,15,23.8,1322,7343,3626,82,64,15,26,20,1431,78,351,21.9,1,35,8,22.9,1.60,0.37,0.03,0.13,20.9,0,0,0,1.8,1.8,0.05,-0.8,-0.8,91
141,352,Johan Mojica,23.7,61,2.57,34,3,10,3,10,1,9,0.38,5,0,3,0,1,0,352,23.7,42,27,31,8,3,21,37,56.8,16,24,3,21,32,74,42,2,352,23.7,855,1163,73.5,13587,4540,498,572,87.1,251,342,73.4,81,167,48.5,4,2.8,2.5,+1.2,23,26,32,28,48,352,23.7,1491,51,356,631,528,37,1491,116,47,40.5,69,59.5,817,6006,2831,112,76,13,55,25,846,148,352,23.7,0,22,2,9.1,0.93,0.08,0.00,0.00,23.9,2,0,0,0.9,0.9,0.04,-0.9,-0.9,78
142,353,Jorge Molina,31.0,88,2.84,54,0,10,5,18,1,11,0.36,5,0,3,0,3,0,353,31.0,18,10,3,6,9,4,27,14.8,23,25,4,21,7,25,27,0,353,31.0,502,864,58.1,6546,1788,304,489,62.2,128,206,62.1,21,47,44.7,4,3.1,2.9,+0.9,33,54,29,2,72,353,31.0,1207,33,72,511,631,139,1201,67,24,35.8,43,64.2,755,2942,1139,35,25,20,95,66,1002,234,353,31.0,7,57,20,35.1,1.84,0.65,0.07,0.20,14.0,0,3,6,14.7,9.9,0.18,-7.7,-5.9,77
143,354,Daniel Molina Orta,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,354,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,354,0.1,2,3,66.7,44,17,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,354,0.1,3,0,0,1,2,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,354,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,66
144,357,Jefferson Montero,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,357,0.6,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,357,0.6,10,20,50.0,154,64,6,6,100.0,3,6,50.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,357,0.6,25,0,5,4,17,1,25,1,1,100.0,0,0.0,16,146,42,3,1,1,1,4,19,9,357,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,60
145,361,Emre Mor,7.4,30,4.06,16,2,8,0,4,0,5,0.68,2,0,2,0,1,0,361,7.4,14,7,6,7,1,6,11,54.5,5,7,1,6,4,18,7,0,361,7.4,189,292,64.7,3004,654,106,135,78.5,57,84,67.9,18,42,42.9,2,2.2,2.1,-0.2,14,13,12,6,17,361,7.4,413,6,52,162,217,30,413,68,44,64.7,24,35.3,293,2700,1368,52,44,14,18,18,314,68,361,7.4,1,12,5,41.7,1.62,0.68,0.08,0.20,21.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,74
146,364,Gerard Moreno,37.9,107,2.82,71,0,12,12,9,3,10,0.26,6,0,0,2,1,1,364,37.9,41,28,7,22,12,12,53,22.6,41,27,6,21,19,60,46,0,364,37.9,846,1246,67.9,13940,3218,465,613,75.9,254,357,71.1,99,160,61.9,1,4.2,3.4,-3.2,43,96,30,3,139,364,37.9,1687,60,160,871,673,173,1686,113,63,55.8,50,44.2,1031,4649,1756,71,35,33,96,80,1321,252,364,37.9,16,103,45,43.7,2.72,1.19,0.15,0.33,14.4,2,1,2,15.5,13.8,0.14,+0.5,+1.2,83
147,369,Toni Moya,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,369,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,369,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,369,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,369,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,61
148,371,Iker Muniain,8.7,32,3.69,23,2,3,0,4,0,3,0.35,2,0,0,0,1,0,371,8.7,10,8,2,6,2,1,7,14.3,6,4,0,4,4,14,3,0,371,8.7,372,451,82.5,6433,1649,165,191,86.4,148,173,85.5,41,59,69.5,2,1.7,1.4,+0.3,15,56,20,3,79,371,8.7,540,3,28,312,212,31,540,36,22,61.1,14,38.9,376,2426,1307,38,37,7,18,21,446,56,371,8.7,4,18,10,55.6,2.08,1.15,0.22,0.40,17.1,0,0,0,2.7,2.7,0.15,+1.3,+1.3,80
149,372,Marc Muniesa,12.5,8,0.64,7,0,0,0,1,0,2,0.16,2,0,0,0,0,0,372,12.5,33,18,17,15,1,11,23,47.8,12,12,5,7,33,66,40,0,372,12.5,506,640,79.1,10263,4375,182,209,87.1,252,291,86.6,70,119,58.8,1,0.1,0.2,+0.9,1,39,1,0,50,372,12.5,764,50,354,390,28,5,764,7,5,71.4,2,28.6,436,2134,1263,8,4,1,9,2,442,6,372,12.5,0,2,1,50.0,0.16,0.08,0.00,0.00,15.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,74
150,375,Luis Muriel,17.9,52,2.91,32,1,13,4,2,0,4,0.22,1,0,3,0,0,0,375,17.9,16,9,2,8,6,2,23,8.7,21,16,2,14,3,19,4,1,375,17.9,326,445,73.3,4444,959,199,245,81.2,97,129,75.2,10,19,52.6,1,2.3,1.9,-1.3,20,27,18,1,47,375,17.9,637,6,39,251,362,98,637,59,28,47.5,31,52.5,428,2787,1658,58,32,36,37,33,467,165,375,17.9,7,58,21,36.2,3.25,1.18,0.12,0.33,16.1,3,0,0,7.4,7.4,0.13,-0.4,-0.4,80
151,376,Jeison Murillo,15.3,4,0.26,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,376,15.3,31,24,25,6,0,14,21,66.7,7,18,9,9,29,60,85,1,376,15.3,671,752,89.2,14054,5048,198,224,88.4,376,399,94.2,94,124,75.8,0,0.0,0.1,0.0,0,21,0,0,23,376,15.3,922,112,538,379,13,5,922,3,3,100.0,0,0.0,511,2144,1120,4,0,0,8,4,554,2,376,15.3,0,2,0,0.0,0.13,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,81
152,379,Nacho,23.0,26,1.13,21,1,0,1,2,1,4,0.17,4,0,0,0,0,0,379,23.0,55,40,29,19,7,20,38,52.6,18,21,9,12,46,101,51,0,379,23.0,1064,1195,89.0,17838,6173,516,552,93.5,433,477,90.8,90,120,75.0,0,0.3,0.5,-0.3,5,46,5,3,70,379,23.0,1391,83,527,652,220,27,1391,10,6,60.0,4,40.0,771,2807,1260,22,14,6,16,5,906,72,379,23.0,3,9,4,44.4,0.39,0.17,0.33,0.75,13.7,0,0,0,1.1,1.1,0.12,+1.9,+1.9,71
153,381,Naldo,10.2,7,0.68,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,381,10.2,14,8,12,1,1,5,10,50.0,5,13,10,3,16,30,57,1,381,10.2,360,434,82.9,7538,2430,99,109,90.8,206,229,90.0,53,85,62.4,0,0.0,0.1,0.0,0,7,1,0,9,381,10.2,547,81,342,201,5,1,547,2,2,100.0,0,0.0,279,1280,416,0,1,0,6,1,295,0,381,10.2,0,1,0,0.0,0.10,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,75
154,388,Ximo Navarro,29.0,14,0.48,10,1,1,1,1,0,1,0.03,1,0,0,0,0,0,388,29.0,63,43,44,19,0,28,50,56.0,22,27,16,11,66,129,131,4,388,29.0,1130,1372,82.4,20643,7460,473,522,90.6,523,591,88.5,113,207,54.6,1,0.5,0.4,+0.5,5,56,3,0,76,388,29.0,1691,171,918,735,61,5,1691,42,36,85.7,6,14.3,965,5276,3098,31,11,0,28,14,973,21,388,29.0,0,3,1,33.3,0.10,0.03,0.00,0.00,26.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,74
155,390,Keylor Navas,27.0,4,0.15,3,1,0,0,0,0,1,0.04,0,1,0,0,0,0,390,27.0,2,1,2,0,0,1,1,100.0,0,0,0,0,3,5,10,2,390,27.0,560,700,80.0,15660,10767,59,60,98.3,309,314,98.4,191,325,58.8,0,0.0,0.0,0.0,0,2,0,0,0,390,27.0,761,686,761,0,0,0,761,0,0,,0,,404,2096,1491,0,0,0,0,1,302,0,390,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,87
156,392,Merveille Ndockyt,0.8,1,1.32,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,392,0.8,1,1,0,1,0,0,1,0.0,1,2,0,2,2,3,0,0,392,0.8,16,25,64.0,239,51,12,16,75.0,3,6,50.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,2,392,0.8,31,0,2,15,14,0,31,2,2,100.0,0,0.0,20,106,53,2,3,0,2,1,21,6,392,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,66
157,393,Neto,33.0,4,0.12,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,393,33.0,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,8,3,393,33.0,484,820,59.0,16966,14248,56,57,98.2,198,203,97.5,227,555,40.9,0,0.0,0.0,0.0,0,1,0,0,0,393,33.0,880,789,877,2,1,1,880,0,0,,0,,346,2309,1755,0,0,0,1,0,186,0,393,33.0,0,1,0,0.0,0.03,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1,84
158,395,Nolito,17.8,77,4.34,62,4,3,4,3,1,13,0.73,10,0,1,0,1,1,395,17.8,49,36,21,21,7,14,33,42.4,19,17,2,15,10,59,17,0,395,17.8,461,654,70.5,7015,2553,271,320,84.7,148,200,74.0,31,72,43.1,5,4.0,4.1,+1.0,32,38,42,3,94,395,17.8,875,25,125,336,426,97,874,54,27,50.0,27,50.0,527,2791,1349,48,24,36,46,42,627,176,395,17.8,4,37,17,45.9,2.08,0.96,0.11,0.24,16.8,0,0,1,4.8,4.1,0.11,-0.8,-0.1,80
159,398,Jan Oblak,37.0,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,398,37.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,7,0,398,37.0,505,911,55.4,17911,14751,49,49,100.0,186,190,97.9,270,668,40.4,0,0.0,0.0,0.0,2,11,0,0,0,398,37.0,964,852,962,3,0,0,964,3,3,100.0,0,0.0,417,2952,2170,0,0,0,2,0,276,0,398,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,90
160,401,Paulo Oliveira,24.6,15,0.61,14,0,0,1,0,0,1,0.04,1,0,0,0,0,0,401,24.6,41,22,28,13,0,16,22,72.7,6,23,9,14,62,103,140,0,401,24.6,658,897,73.4,14770,5154,162,200,81.0,344,423,81.3,143,254,56.3,0,0.3,0.2,-0.3,5,60,2,1,67,401,24.6,1187,121,494,659,41,20,1187,2,2,100.0,0,0.0,508,2335,962,7,4,0,8,2,542,0,401,24.6,0,13,3,23.1,0.53,0.12,0.00,0.00,10.8,0,0,0,1.1,1.1,0.08,-1.1,-1.1,78
161,406,Mikel Oyarzabal,30.8,98,3.18,64,17,6,4,6,1,10,0.32,7,1,1,0,1,0,406,30.8,33,23,10,13,10,7,39,17.9,32,32,2,30,18,51,19,0,406,30.8,740,1008,73.4,10621,2571,457,543,84.2,169,228,74.1,59,114,51.8,5,5.0,3.0,0.0,43,44,30,3,93,406,30.8,1352,15,135,504,732,132,1352,82,40,48.8,42,51.2,897,5562,2700,105,87,38,84,68,1009,242,406,30.8,12,65,32,49.2,2.11,1.04,0.18,0.38,17.2,2,0,0,8.1,8.1,0.13,+3.9,+3.9,80
162,408,Fernando Pacheco,37.3,5,0.13,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0,408,37.3,0,0,0,0,0,0,0,,0,1,0,1,3,3,12,4,408,37.3,580,1056,54.9,23564,20644,49,50,98.0,153,157,97.5,377,844,44.7,0,0.0,0.1,0.0,0,19,0,0,0,408,37.3,1146,973,1139,7,0,0,1146,1,1,100.0,0,0.0,470,3589,3020,0,0,0,3,0,298,0,408,37.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,79
163,412,Daniel Parejo,33.3,150,4.50,80,57,3,3,3,4,16,0.48,10,6,0,0,0,0,412,33.3,88,57,35,43,10,31,87,35.6,56,37,10,27,34,122,27,1,412,33.3,2090,2560,81.6,41540,16326,803,905,88.7,906,1037,87.4,333,499,66.7,7,5.6,6.1,+1.4,70,295,33,3,327,412,33.3,2821,83,561,1672,623,22,2815,60,46,76.7,14,23.3,1705,7813,3714,46,30,2,33,48,1922,43,412,33.3,7,39,15,38.5,1.17,0.45,0.03,0.07,28.1,22,6,6,6.7,1.9,0.05,+0.3,-0.9,86
164,413,Thomas Partey,26.4,38,1.44,31,1,3,1,2,0,6,0.23,6,0,0,0,0,0,413,26.4,94,64,48,39,7,33,69,47.8,36,32,7,25,53,147,34,1,413,26.4,1182,1437,82.3,20409,6530,577,649,88.9,429,506,84.8,135,195,69.2,0,0.6,1.6,-0.6,12,111,19,2,134,413,26.4,1734,64,463,994,309,16,1734,53,45,84.9,8,15.1,1038,5528,2788,35,31,3,33,24,1080,40,413,26.4,3,22,3,13.6,0.83,0.11,0.14,1.00,25.7,4,0,0,1.6,1.6,0.07,+1.4,+1.4,82
165,415,Gabriel Paulista,28.7,8,0.28,7,0,0,1,0,0,1,0.03,1,0,0,0,0,0,415,28.7,47,27,41,4,2,32,46,69.6,14,30,14,16,51,98,142,2,415,28.7,1197,1379,86.8,24126,9483,368,405,90.9,655,719,91.1,165,230,71.7,0,0.1,0.3,-0.1,3,54,0,0,50,415,28.7,1678,232,975,679,37,19,1678,5,5,100.0,0,0.0,958,4840,2590,11,6,0,13,0,1015,2,415,28.7,0,16,4,25.0,0.56,0.14,0.00,0.00,14.9,1,0,0,1.2,1.2,0.08,-1.2,-1.2,82
166,417,Alfonso Pedraza,27.1,62,2.29,38,2,11,3,4,4,8,0.30,5,0,1,1,1,0,417,27.1,57,40,24,21,12,19,56,33.9,37,39,5,34,32,89,26,0,417,27.1,454,720,63.1,6895,2807,251,324,77.5,160,227,70.5,25,72,34.7,5,3.9,2.6,+1.1,30,34,21,11,69,417,27.1,1069,45,241,421,429,81,1069,98,43,43.9,54,55.1,611,4768,2562,104,56,32,60,31,614,148,417,27.1,3,43,13,30.2,1.59,0.48,0.07,0.23,20.1,0,0,0,2.8,2.8,0.07,+0.2,+0.2,76
167,426,Pablo Piatti,19.3,79,4.09,46,21,1,2,5,4,7,0.36,3,2,0,0,1,1,426,19.3,45,32,14,21,10,17,57,29.8,40,28,3,25,22,67,16,0,426,19.3,428,679,63.0,6722,2430,249,305,81.6,105,175,60.0,51,125,40.8,3,4.1,4.4,-1.1,43,35,26,15,57,426,19.3,928,10,117,370,455,47,927,49,24,49.0,25,51.0,560,3178,1432,46,27,10,46,31,583,164,426,19.3,2,29,4,13.8,1.50,0.21,0.03,0.25,20.9,1,1,1,3.1,2.3,0.08,-1.1,-1.3,79
168,430,Carles Planas,2.1,5,2.36,5,0,0,0,0,0,1,0.47,1,0,0,0,0,0,430,2.1,5,2,4,1,0,3,6,50.0,3,1,0,1,5,10,6,0,430,2.1,74,106,69.8,981,369,49,57,86.0,18,31,58.1,3,7,42.9,1,1.2,0.9,-0.2,4,3,2,2,4,430,2.1,125,4,35,43,47,6,125,1,0,0.0,1,100.0,57,223,104,2,2,1,2,1,71,10,430,2.1,0,1,0,0.0,0.47,0.00,0.00,,6.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,75
169,431,Pere Pons,28.4,47,1.65,35,0,4,3,3,2,7,0.25,6,0,1,0,0,0,431,28.4,80,54,28,48,4,23,87,26.4,64,28,3,25,30,110,25,0,431,28.4,824,1033,79.8,13993,3850,404,471,85.8,327,394,83.0,74,108,68.5,2,1.1,0.8,+0.9,11,86,7,1,116,431,28.4,1301,32,254,868,200,14,1301,57,41,71.9,16,28.1,669,3625,1743,49,31,3,50,30,784,35,431,28.4,0,14,4,28.6,0.49,0.14,0.00,0.00,21.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2,78
170,432,Francisco Portillo,27.3,64,2.34,52,2,3,2,4,1,7,0.26,5,1,1,0,0,0,432,27.3,38,23,15,18,5,11,45,24.4,34,25,1,24,22,60,21,0,432,27.3,739,1020,72.5,11163,4024,418,505,82.8,229,312,73.4,57,100,57.0,3,3.5,2.8,-0.5,23,101,56,2,158,432,27.3,1276,19,177,611,504,38,1275,76,36,47.4,40,52.6,815,3294,1475,23,39,4,36,55,886,115,432,27.3,2,18,6,33.3,0.66,0.22,0.06,0.17,18.8,0,1,2,3.1,1.5,0.08,-1.1,-0.5,75
171,433,Portu,33.3,92,2.76,69,0,9,3,8,3,16,0.48,8,0,3,2,2,1,433,33.3,30,24,9,11,10,8,33,24.2,25,14,0,14,12,42,1,0,433,33.3,477,672,71.0,7134,1785,273,331,82.5,159,214,74.3,25,51,49.0,5,5.6,6.3,-0.6,39,50,33,15,74,433,33.3,984,1,72,390,552,147,984,118,50,42.4,68,57.6,685,5645,2711,115,66,42,56,75,747,232,433,33.3,11,49,25,51.0,1.47,0.75,0.22,0.44,12.9,0,0,0,8.9,8.9,0.18,+2.1,+2.1,80
172,434,Sergio Postigo,26.9,18,0.67,17,0,1,0,0,0,1,0.04,1,0,0,0,0,0,434,26.9,36,23,30,5,1,18,32,56.3,14,27,13,14,40,76,140,1,434,26.9,768,961,79.9,16597,7338,223,248,89.9,398,445,89.4,142,244,58.2,0,0.6,0.8,-0.6,5,76,4,1,71,434,26.9,1227,193,634,553,49,17,1227,11,9,81.8,2,18.2,634,3289,2139,24,7,1,11,3,680,3,434,26.9,1,7,2,28.6,0.26,0.07,0.14,0.50,21.6,0,0,0,0.3,0.3,0.05,+0.7,+0.7,75
173,438,Dani Raba,12.3,49,3.97,29,9,6,2,3,0,4,0.32,3,0,1,0,0,0,438,12.3,25,21,9,12,4,9,45,20.0,36,21,1,20,17,42,10,0,438,12.3,374,501,74.7,6629,1551,171,204,83.8,138,183,75.4,50,76,65.8,4,3.9,2.3,+0.1,25,26,11,3,52,438,12.3,674,10,82,323,278,39,674,45,27,60.0,18,40.0,420,2349,1148,38,26,18,44,32,476,97,438,12.3,2,18,5,27.8,1.46,0.41,0.11,0.40,18.2,1,0,0,2.4,2.4,0.13,-0.4,-0.4,75
174,439,Nemanja Radoja,12.3,17,1.38,13,0,1,0,1,2,3,0.24,2,0,0,0,0,1,439,12.3,18,16,6,8,4,3,8,37.5,5,8,2,6,10,28,11,0,439,12.3,523,611,85.6,8770,1890,247,281,87.9,223,250,89.2,39,51,76.5,1,0.6,0.5,+0.4,7,51,5,1,62,439,12.3,683,18,103,470,120,11,683,16,11,68.8,5,31.3,403,2156,847,19,13,1,15,15,503,33,439,12.3,0,4,2,50.0,0.33,0.16,0.00,0.00,14.8,0,0,0,0.9,0.9,0.23,-0.9,-0.9,77
175,440,Ivan Rakitić,31.5,87,2.76,69,7,1,5,2,3,15,0.48,11,1,1,1,1,0,440,31.5,52,31,16,30,6,15,45,33.3,30,42,7,35,44,96,16,0,440,31.5,2282,2575,88.6,38020,11750,1127,1202,93.8,827,905,91.4,238,325,73.2,5,3.9,4.8,+1.1,29,241,28,2,250,440,31.5,2791,56,478,1773,566,43,2791,34,26,76.5,8,23.5,1839,7896,4128,50,59,9,30,24,2214,81,440,31.5,1,28,11,39.3,0.89,0.35,0.04,0.09,22.4,0,0,0,2.0,2.0,0.07,-1.0,-1.0,87
176,446,Omar Ramos,16.1,43,2.67,28,10,1,0,3,1,3,0.19,2,1,0,0,0,0,446,16.1,22,14,6,8,8,9,22,40.9,13,16,1,15,14,36,15,0,446,16.1,362,512,70.7,5745,1590,212,246,86.2,103,140,73.6,35,95,36.8,1,1.8,1.8,-0.8,22,29,18,8,47,446,16.1,672,18,119,295,273,15,672,59,33,55.9,26,44.1,438,2621,1004,30,28,5,34,43,446,81,446,16.1,0,9,2,22.2,0.56,0.12,0.00,0.00,21.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,68
177,447,Sergio Ramos,25.4,40,1.57,35,0,1,3,0,1,4,0.16,3,0,0,1,0,0,447,25.4,40,29,22,18,0,19,28,67.9,9,22,12,10,47,87,91,0,447,25.4,1717,1921,89.4,32838,14791,708,752,94.1,765,822,93.1,227,305,74.4,1,1.7,0.9,-0.7,14,156,10,1,145,447,25.4,2151,154,984,1053,132,44,2148,11,9,81.8,2,18.2,1365,6405,3307,17,15,3,10,4,1510,13,447,25.4,4,25,12,48.0,0.98,0.47,0.08,0.17,12.8,2,2,3,5.9,3.6,0.14,-1.9,-1.6,91
178,449,Alberto Redondo,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,449,1.0,4,3,4,0,0,2,4,50.0,2,2,1,1,0,4,1,0,449,1.0,14,33,42.4,133,68,11,15,73.3,1,9,11.1,0,4,0.0,0,0.0,0.0,0.0,0,2,0,0,1,449,1.0,40,3,16,18,6,0,40,0,0,,0,,8,19,10,0,0,0,0,1,11,0,449,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,62
179,450,Xesc Regis,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,450,0.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,450,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,450,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,450,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,64
180,455,Mikel Rico,13.0,23,1.77,20,1,2,0,0,0,2,0.15,2,0,0,0,0,0,455,13.0,24,13,7,16,1,12,34,35.3,22,15,5,10,23,47,12,1,455,13.0,441,554,79.6,8001,1852,192,214,89.7,184,223,82.5,53,77,68.8,0,1.1,0.6,-1.1,11,44,5,1,48,455,13.0,681,19,122,428,145,12,681,18,10,55.6,8,44.4,412,1790,655,8,17,2,16,14,403,23,455,13.0,0,13,1,7.7,1.00,0.08,0.00,0.00,19.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,75
181,457,Asier Riesgo,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,457,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,457,1.0,13,33,39.4,727,716,0,0,,0,0,,13,33,39.4,0,0.0,0.0,0.0,0,1,0,0,0,457,1.0,34,29,34,0,0,0,34,0,0,,0,,12,95,84,0,0,0,0,0,5,0,457,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,73
182,459,Rober,21.2,12,0.57,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,459,21.2,35,22,27,8,0,17,32,53.1,15,29,18,11,41,76,75,1,459,21.2,555,680,81.6,10831,4125,204,234,87.2,277,316,87.7,71,110,64.5,0,0.5,0.1,-0.5,2,34,0,0,45,459,21.2,883,116,451,398,40,9,883,8,8,100.0,0,0.0,381,1642,808,5,2,0,10,10,409,2,459,21.2,0,8,1,12.5,0.38,0.05,0.00,0.00,16.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,73
183,460,Roberto,34.0,3,0.09,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,460,34.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,460,34.0,519,998,52.0,21747,18799,24,24,100.0,165,168,98.2,330,804,41.0,0,0.1,0.1,-0.1,2,18,0,0,0,460,34.0,1074,943,1068,5,1,1,1074,0,0,,0,,469,3027,2372,0,0,0,0,0,316,0,460,34.0,0,1,0,0.0,0.03,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.14,-0.1,-0.1,77
184,461,Sergi Roberto,24.7,63,2.55,55,0,5,0,2,1,12,0.49,10,0,1,0,0,1,461,24.7,63,40,30,25,8,25,49,51.0,24,18,8,10,39,102,30,1,461,24.7,1634,1832,89.2,23188,6591,1001,1053,95.1,478,545,87.7,89,121,73.6,7,3.8,3.9,+3.2,23,119,31,4,139,461,24.7,2053,61,434,1017,626,46,2053,76,54,71.1,22,28.9,1291,7076,4083,87,64,9,26,15,1467,185,461,24.7,1,8,4,50.0,0.32,0.16,0.13,0.25,18.7,0,0,0,0.8,0.8,0.10,+0.2,+0.2,84
185,463,Marc Roca,2.9,9,3.07,8,1,0,0,0,0,2,0.68,2,0,0,0,0,0,463,2.9,8,7,3,5,0,3,4,75.0,1,4,2,2,4,12,10,0,463,2.9,151,170,88.8,2735,875,66,71,93.0,59,66,89.4,21,25,84.0,0,0.0,0.1,0.0,2,15,0,0,17,463,2.9,204,14,62,116,29,1,204,3,2,66.7,1,33.3,126,572,322,5,3,0,3,1,135,0,463,2.9,0,4,0,0.0,1.36,0.00,0.00,,28.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,75
186,465,Rodri,35.9,69,1.92,60,2,2,2,1,2,7,0.20,7,0,0,0,0,0,465,35.9,104,71,50,48,6,30,86,34.9,56,49,21,28,52,156,100,1,465,35.9,2227,2483,89.7,40468,11625,975,1067,91.4,953,1039,91.7,265,308,86.0,3,1.7,1.3,+1.3,23,162,5,0,208,465,35.9,2864,151,901,1726,264,33,2864,29,26,89.7,3,10.3,1619,8308,3591,28,31,4,23,22,1950,26,465,35.9,1,32,10,31.3,0.89,0.28,0.03,0.10,20.1,0,0,0,1.5,1.5,0.05,-0.5,-0.5,82
