,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
187,466,Rodrigo,29.8,92,3.09,68,0,10,7,7,0,17,0.57,10,0,3,2,2,0,466,29.8,23,13,9,12,2,3,21,14.3,18,14,2,12,17,40,11,1,466,29.8,688,928,74.1,10085,2192,370,453,81.7,221,299,73.9,46,80,57.5,4,4.0,2.9,0.0,35,74,28,4,116,466,29.8,1220,10,81,577,588,140,1219,78,44,56.4,34,43.6,900,5538,2673,105,78,34,74,57,1041,264,466,29.8,16,91,37,40.7,3.05,1.24,0.16,0.41,16.5,2,1,1,13.5,12.8,0.14,+2.5,+2.2,84
188,474,Facundo Roncaglia,16.6,11,0.66,8,0,0,2,0,1,0,0.00,0,0,0,0,0,0,474,16.6,35,25,30,5,0,22,36,61.1,14,18,6,12,31,66,50,1,474,16.6,945,1083,87.3,19810,6810,286,305,93.8,507,536,94.6,147,224,65.6,0,0.1,0.2,-0.1,2,52,2,0,60,474,16.6,1228,98,641,561,32,8,1228,9,9,100.0,0,0.0,789,4451,2436,13,7,0,10,8,861,9,474,16.6,0,5,1,20.0,0.30,0.06,0.00,0.00,18.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,75
189,477,Aitor Ruibal,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,477,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,477,0.1,4,4,100.0,33,5,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,477,0.1,7,0,2,3,2,0,7,0,0,,0,,8,17,7,0,0,0,2,1,6,3,477,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,72
190,484,Armando Sadiku,3.0,5,1.69,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,484,3.0,1,1,0,1,0,0,1,0.0,1,4,2,2,2,3,2,0,484,3.0,53,71,74.6,687,179,31,39,79.5,18,23,78.3,0,2,0.0,0,0.0,0.0,0.0,1,5,0,0,6,484,3.0,104,6,15,52,39,10,104,4,2,50.0,2,50.0,44,152,25,1,1,1,8,2,65,16,484,3.0,0,5,2,40.0,1.69,0.67,0.00,0.00,18.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,69
191,485,Sergi Samper,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,485,1.6,10,4,4,6,0,2,3,66.7,1,0,0,0,0,10,0,0,485,1.6,69,84,82.1,1088,231,33,38,86.8,28,33,84.8,4,8,50.0,0,0.0,0.0,0.0,0,2,0,0,4,485,1.6,96,2,26,64,8,0,96,4,3,75.0,1,25.0,67,356,171,3,1,0,3,1,71,1,485,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,73
192,486,Jairo Samperio,6.2,10,1.62,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,486,6.2,9,6,2,6,1,3,13,23.1,10,5,1,4,1,10,5,0,486,6.2,96,155,61.9,1406,401,58,79,73.4,30,46,65.2,5,13,38.5,0,0.4,0.2,-0.4,4,6,5,2,18,486,6.2,206,9,38,85,87,21,206,16,10,62.5,6,37.5,130,685,376,12,10,2,9,10,136,44,486,6.2,0,9,1,11.1,1.46,0.16,0.00,0.00,18.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7,67
193,488,Antonio Sanabria,9.5,11,1.16,7,0,2,1,1,0,3,0.32,1,0,1,0,1,0,488,9.5,8,8,0,4,4,0,3,0.0,3,5,0,5,4,12,6,0,488,9.5,126,174,72.4,1696,210,74,93,79.6,32,50,64.0,6,7,85.7,0,0.1,0.7,-0.1,4,5,0,0,7,488,9.5,264,7,20,139,107,34,264,11,6,54.5,5,45.5,158,723,233,11,7,6,28,8,197,51,488,9.5,8,24,12,50.0,2.53,1.27,0.33,0.67,10.8,0,0,0,5.1,5.1,0.21,+2.9,+2.9,79
194,493,Nicola Sansone,7.1,23,3.26,14,3,3,1,2,0,3,0.43,1,0,0,0,2,0,493,7.1,8,4,2,4,2,2,17,11.8,15,1,0,1,1,9,2,0,493,7.1,177,239,74.1,2538,596,112,135,83.0,44,60,73.3,12,18,66.7,1,1.3,1.1,-0.3,13,14,7,1,17,493,7.1,305,2,27,140,144,30,304,16,10,62.5,6,37.5,217,1214,628,22,12,8,19,14,254,75,493,7.1,5,14,6,42.9,1.98,0.85,0.29,0.67,24.1,2,1,1,2.9,2.1,0.15,+2.1,+1.9,76
195,495,Pablo Sarabia,26.6,98,3.68,69,10,11,6,2,0,13,0.49,6,1,3,2,1,0,495,26.6,27,19,10,13,4,11,49,22.4,38,39,1,38,30,57,34,1,495,26.6,865,1178,73.4,12670,4209,510,589,86.6,256,343,74.6,55,134,41.0,5,6.5,5.6,-1.5,46,68,55,12,136,495,26.6,1489,28,208,627,666,110,1488,45,21,46.7,24,53.3,962,4961,2643,91,57,28,59,45,1028,229,495,26.6,6,56,25,44.6,2.10,0.94,0.09,0.20,19.3,2,1,1,7.3,6.5,0.12,-1.3,-1.5,81
196,497,Stefan Savić,25.5,10,0.39,7,1,0,0,1,1,0,0.00,0,0,0,0,0,0,497,25.5,30,20,23,7,0,16,39,41.0,23,38,23,15,45,75,150,1,497,25.5,809,994,81.4,16894,6144,270,299,90.3,384,427,89.9,145,242,59.9,0,0.2,0.2,-0.2,3,54,5,0,52,497,25.5,1269,190,731,525,18,6,1269,4,4,100.0,0,0.0,657,2911,1637,7,4,0,8,1,728,3,497,25.5,0,3,1,33.3,0.12,0.04,0.00,0.00,11.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,83
197,502,Gaku Shibasaki,11.1,27,2.43,14,6,1,0,1,5,1,0.09,0,0,0,0,0,1,502,11.1,21,10,8,10,3,6,21,28.6,15,6,1,5,19,40,9,0,502,11.1,256,357,71.7,4278,976,121,155,78.1,91,120,75.8,26,50,52.0,0,0.9,1.0,-0.9,9,24,4,4,28,502,11.1,464,6,65,236,168,18,464,17,12,70.6,5,29.4,253,1208,553,12,10,2,22,17,283,45,502,11.1,1,10,3,30.0,0.90,0.27,0.10,0.33,20.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1,77
198,503,Sidnei,19.8,13,0.66,8,0,1,3,0,1,4,0.20,3,0,1,0,0,0,503,19.8,41,28,30,11,0,18,25,72.0,7,26,9,17,31,72,101,1,503,19.8,642,769,83.5,13907,4492,185,203,91.1,329,372,88.4,121,181,66.9,1,0.5,0.5,+0.5,5,24,6,2,44,503,19.8,987,143,573,388,42,23,987,21,16,76.2,5,23.8,509,3284,1525,15,9,4,14,3,525,3,503,19.8,1,8,2,25.0,0.40,0.10,0.13,0.50,10.0,0,0,0,1.0,1.0,0.13,0.0,0.0,79
199,504,Jaime Sierra Mateos,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,504,0.3,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,504,0.3,3,5,60.0,39,5,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,504,0.3,9,0,3,4,2,0,9,0,0,,0,,2,11,3,0,0,0,0,0,3,0,504,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,63
200,506,Dimitris Siovas,22.9,14,0.61,6,1,1,4,0,2,1,0.04,0,0,0,1,0,0,506,22.9,48,33,43,5,0,29,46,63.0,17,27,12,15,62,110,89,0,506,22.9,547,744,73.5,10832,3917,188,228,82.5,275,340,80.9,76,153,49.7,1,0.7,0.1,+0.3,2,21,1,0,44,506,22.9,998,97,577,386,51,31,998,12,8,66.7,4,33.3,448,2573,1392,11,8,0,10,4,421,1,506,22.9,1,18,2,11.1,0.79,0.09,0.06,0.50,13.9,1,0,0,1.7,1.7,0.10,-0.7,-0.7,72
201,507,Pione Sisto,28.0,97,3.47,60,11,8,7,11,0,14,0.50,9,2,0,1,2,0,507,28.0,18,12,8,6,4,9,33,27.3,24,12,1,11,12,30,7,1,507,28.0,863,1075,80.3,14422,3380,472,532,88.7,254,314,80.9,108,169,63.9,10,5.1,5.0,+4.9,41,65,48,17,108,507,28.0,1362,15,173,621,592,74,1362,131,75,57.3,56,42.7,1077,7684,3524,110,93,33,67,85,1113,235,507,28.0,5,52,19,36.5,1.86,0.68,0.10,0.26,20.9,3,0,0,4.7,4.7,0.09,+0.3,+0.3,78
202,508,Antonio Sivera,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,508,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,508,0.7,7,15,46.7,311,279,1,1,100.0,1,1,100.0,5,13,38.5,0,0.0,0.0,0.0,0,0,0,0,0,508,0.7,16,14,16,0,0,0,16,0,0,,0,,7,46,44,0,0,0,0,0,4,0,508,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,70
203,510,Carlos Soler,26.3,71,2.70,55,2,6,4,3,1,8,0.30,6,0,0,1,0,1,510,26.3,51,32,21,21,9,22,53,41.5,31,25,1,24,5,56,19,0,510,26.3,814,1002,81.2,13201,3615,437,486,89.9,288,343,84.0,67,112,59.8,4,3.7,3.7,+0.3,34,87,29,7,101,510,26.3,1269,29,196,641,450,57,1269,56,26,46.4,30,53.6,860,5366,2677,69,47,17,50,38,936,156,510,26.3,1,45,17,37.8,1.71,0.65,0.02,0.06,21.0,0,0,0,4.2,4.2,0.09,-3.2,-3.2,80
204,512,David Soria,14.0,2,0.14,1,1,0,0,0,0,1,0.07,1,0,0,0,0,0,512,14.0,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,13,2,512,14.0,273,377,72.4,8315,6742,29,29,100.0,132,137,96.4,111,210,52.9,0,0.0,0.0,0.0,0,3,0,0,0,512,14.0,424,381,424,1,0,0,424,0,0,,0,,184,974,742,0,1,1,0,0,139,0,512,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,78
205,513,Roberto Soriano,12.7,25,1.98,18,1,0,1,3,2,0,0.00,0,0,0,0,0,0,513,12.7,30,20,10,16,4,3,16,18.8,13,14,0,14,4,34,9,0,513,12.7,395,511,77.3,5515,1416,249,293,85.0,113,138,81.9,16,29,55.2,0,0.7,0.8,-0.7,13,38,11,4,49,513,12.7,629,8,95,325,219,28,629,21,14,66.7,7,33.3,415,2573,1268,35,28,3,18,23,503,78,513,12.7,0,21,6,28.6,1.66,0.47,0.00,0.00,21.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6,68
206,514,Cristhian Stuani,30.1,44,1.46,23,1,3,7,9,1,6,0.20,0,0,3,0,3,0,514,30.1,22,14,2,17,3,3,29,10.3,26,10,0,10,5,27,32,0,514,30.1,329,500,65.8,4250,566,220,309,71.2,83,133,62.4,9,15,60.0,0,1.3,0.8,-1.3,13,24,4,0,35,514,30.1,756,29,63,413,290,111,751,27,15,55.6,12,44.4,361,1571,468,15,10,8,59,33,534,96,514,30.1,21,69,32,46.4,2.29,1.06,0.23,0.50,13.3,0,5,5,17.6,13.6,0.20,+3.4,+2.4,80
207,520,Markel Susaeta,25.2,100,3.98,41,37,5,8,8,1,5,0.20,2,2,0,1,0,0,520,25.2,42,29,16,15,11,16,65,24.6,49,17,0,17,18,60,13,0,520,25.2,746,1013,73.6,12787,3245,368,428,86.0,254,314,80.9,100,205,48.8,2,5.3,4.9,-3.3,54,65,23,14,85,520,25.2,1234,14,134,551,567,60,1233,71,37,52.1,34,47.9,816,5269,2181,61,46,18,43,47,859,167,520,25.2,3,27,12,44.4,1.07,0.48,0.11,0.25,19.3,3,0,0,2.0,2.0,0.08,+1.0,+1.0,80
208,523,Cristian Tello,18.8,52,2.76,36,1,10,0,3,2,9,0.48,6,0,2,0,0,1,523,18.8,32,24,12,14,6,7,37,18.9,30,19,0,19,16,48,4,1,523,18.8,549,724,75.8,8029,1725,332,400,83.0,167,223,74.9,32,52,61.5,3,3.7,2.2,-0.7,25,28,17,4,46,523,18.8,885,5,114,413,369,55,885,62,42,67.7,20,32.3,631,3809,2035,69,35,35,29,20,651,115,523,18.8,4,34,17,50.0,1.81,0.90,0.12,0.24,20.8,1,0,0,2.2,2.2,0.07,+1.8,+1.8,80
209,525,David Timor,10.3,12,1.17,10,1,0,0,0,1,1,0.10,1,0,0,0,0,0,525,10.3,17,10,7,7,3,7,18,38.9,11,10,5,5,20,37,30,1,525,10.3,379,470,80.6,7227,2560,172,192,89.6,136,160,85.0,53,87,60.9,0,0.2,0.2,-0.2,6,45,1,0,51,525,10.3,572,29,170,332,74,3,572,3,1,33.3,2,66.7,273,1037,504,5,5,0,8,8,335,7,525,10.3,2,12,5,41.7,1.17,0.49,0.17,0.40,32.1,3,0,0,1.0,1.0,0.08,+1.0,+1.0,76
210,526,Tito,6.8,3,0.44,3,0,0,0,0,0,1,0.15,1,0,0,0,0,0,526,6.8,8,5,5,3,0,6,18,33.3,12,12,5,7,12,20,16,0,526,6.8,215,294,73.1,3192,1487,126,140,90.0,65,95,68.4,14,38,36.8,0,0.0,0.2,0.0,0,13,5,3,21,526,6.8,358,19,127,170,62,3,358,3,1,33.3,2,66.7,148,611,330,10,10,2,5,1,183,17,526,6.8,0,1,0,0.0,0.15,0.00,0.00,,20.6,0,0,0,0.0,0.0,0.03,0.0,0.0,72
211,528,Toño,12.0,20,1.67,14,2,1,2,1,0,2,0.17,2,0,0,0,0,0,528,12.0,12,11,11,1,0,5,10,50.0,5,4,0,4,6,18,29,0,528,12.0,443,589,75.2,7402,2914,247,275,89.8,145,193,75.1,45,97,46.4,1,1.0,0.7,0.0,7,44,12,7,49,528,12.0,680,29,170,318,203,9,680,31,24,77.4,7,22.6,383,2535,1646,44,32,6,15,10,399,53,528,12.0,0,2,1,50.0,0.17,0.08,0.00,0.00,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,75
212,529,Daniel Torres,13.5,15,1.11,13,0,1,0,0,1,1,0.07,1,0,0,0,0,0,529,13.5,19,11,14,5,0,7,31,22.6,24,15,7,8,19,38,32,2,529,13.5,420,514,81.7,7635,2847,190,212,89.6,172,203,84.7,52,76,68.4,0,0.3,0.5,-0.3,7,53,5,1,56,529,13.5,625,62,187,386,61,4,625,10,9,90.0,1,10.0,330,1415,651,4,5,1,14,6,372,13,529,13.5,0,4,2,50.0,0.30,0.15,0.00,0.00,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,77
213,535,Manu Trigueros,30.0,87,2.90,66,15,2,0,4,0,8,0.27,7,1,0,0,0,0,535,30.0,61,41,23,34,4,21,71,29.6,50,38,13,25,22,83,44,0,535,30.0,1612,1912,84.3,29669,8839,714,777,91.9,651,738,88.2,218,308,70.8,4,3.8,3.5,+0.2,43,191,28,5,189,535,30.0,2161,80,460,1296,437,29,2159,46,33,71.7,13,28.3,1302,6298,2832,43,36,7,35,34,1600,77,535,30.0,3,26,6,23.1,0.87,0.20,0.08,0.33,27.2,2,1,2,2.8,1.2,0.05,+0.2,+0.8,83
214,537,Samuel Umtiti,24.3,10,0.41,9,0,0,0,1,0,1,0.04,0,0,0,0,1,0,537,24.3,50,35,35,15,0,20,29,69.0,9,25,17,8,37,87,72,3,537,24.3,1483,1628,91.1,26965,9644,587,622,94.4,736,778,94.6,143,189,75.7,0,0.1,0.3,-0.1,1,115,1,0,112,537,24.3,1821,165,816,966,48,16,1821,11,8,72.7,3,27.3,1207,6754,4594,37,14,1,16,5,1321,10,537,24.3,1,9,5,55.6,0.37,0.21,0.11,0.20,11.1,0,0,0,0.7,0.7,0.08,+0.3,+0.3,87
215,538,Enes Ünal,12.5,33,2.64,19,0,3,6,4,1,5,0.40,3,0,0,2,0,0,538,12.5,9,5,0,4,5,0,12,0.0,12,16,3,13,4,13,11,0,538,12.5,205,286,71.7,2352,582,146,179,81.6,43,65,66.2,3,5,60.0,2,1.7,1.6,+0.3,9,12,3,0,19,538,12.5,451,16,38,213,203,41,451,22,9,40.9,13,59.1,265,1348,569,22,14,9,37,36,358,71,538,12.5,5,36,18,50.0,2.87,1.44,0.14,0.28,17.7,6,0,0,4.9,4.9,0.14,+0.1,+0.1,78
216,539,Enes Ünal,6.6,15,2.27,12,0,0,1,2,0,1,0.15,1,0,0,0,0,0,539,6.6,6,6,2,2,2,1,10,10.0,9,7,1,6,2,8,5,0,539,6.6,104,140,74.3,1173,195,71,94,75.5,24,34,70.6,0,1,0.0,1,0.5,0.2,+0.5,5,7,1,0,9,539,6.6,211,6,13,100,99,24,211,5,0,0.0,5,100.0,122,381,136,4,8,3,28,12,158,26,539,6.6,1,8,4,50.0,1.21,0.60,0.13,0.25,13.6,0,0,0,1.6,1.6,0.20,-0.6,-0.6,78
217,544,Federico Valverde,13.7,28,2.04,23,1,2,2,0,0,1,0.07,1,0,0,0,0,0,544,13.7,25,16,12,10,3,8,15,53.3,7,12,1,11,21,46,17,0,544,13.7,447,593,75.4,7941,2267,237,282,84.0,145,192,75.5,55,77,71.4,0,0.9,1.0,-0.9,11,56,10,2,66,544,13.7,718,14,132,436,157,15,718,13,7,53.8,6,46.2,397,1975,985,15,6,1,23,5,483,51,544,13.7,0,18,4,22.2,1.31,0.29,0.00,0.00,26.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,73
218,545,Raphaël Varane,25.8,15,0.58,13,0,0,2,0,0,2,0.08,1,0,0,1,0,0,545,25.8,28,19,20,7,1,8,15,53.3,7,27,10,17,33,61,109,2,545,25.8,1211,1339,90.4,24144,8452,434,460,94.3,591,635,93.1,169,214,79.0,1,0.5,0.2,+0.5,6,86,2,0,66,545,25.8,1558,152,795,725,54,20,1558,11,9,81.8,2,18.2,982,5111,2412,12,11,2,8,5,1035,4,545,25.8,0,10,2,20.0,0.39,0.08,0.00,0.00,10.0,0,0,0,1.0,1.0,0.10,-1.0,-1.0,86
219,548,Koke Vegas,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,548,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,548,1.0,15,29,51.7,481,392,2,2,100.0,6,6,100.0,7,21,33.3,0,0.0,0.0,0.0,0,0,0,0,0,548,1.0,33,30,33,0,0,0,33,0,0,,0,,12,71,51,0,0,0,0,0,9,0,548,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,68
220,550,Thomas Vermaelen,11.3,7,0.62,5,0,0,0,0,2,1,0.09,1,0,0,0,0,0,550,11.3,13,9,7,5,1,5,11,45.5,6,10,3,7,18,31,28,0,550,11.3,603,650,92.8,12304,3928,187,193,96.9,320,338,94.7,91,105,86.7,1,0.4,0.1,+0.6,3,22,2,0,43,550,11.3,725,54,326,387,13,4,725,2,1,50.0,1,50.0,468,2161,1134,2,1,0,4,1,527,1,550,11.3,0,3,2,66.7,0.27,0.18,0.00,0.00,8.8,0,0,0,0.3,0.3,0.10,-0.3,-0.3,77
221,551,Mikel Vesga,9.0,17,1.90,15,1,0,0,1,0,3,0.33,3,0,0,0,0,0,551,9.0,17,8,6,11,0,4,25,16.0,21,14,3,11,8,25,15,0,551,9.0,327,404,80.9,6069,1464,136,158,86.1,141,172,82.0,42,57,73.7,1,0.5,0.5,+0.5,7,29,5,2,42,551,9.0,484,17,86,303,101,12,484,10,7,70.0,3,30.0,272,1299,614,11,13,2,10,18,302,15,551,9.0,1,7,4,57.1,0.78,0.45,0.14,0.25,14.7,0,0,0,1.1,1.1,0.16,-0.1,-0.1,72
222,553,Aleix Vidal,5.1,9,1.76,7,1,0,1,0,0,2,0.39,2,0,0,0,0,0,553,5.1,6,4,2,3,1,1,10,10.0,9,4,0,4,9,15,1,0,553,5.1,207,275,75.3,3005,827,111,130,85.4,70,87,80.5,13,26,50.0,1,1.2,0.7,-0.2,4,13,9,0,27,553,5.1,324,3,46,139,145,29,324,10,3,30.0,7,70.0,216,952,421,12,7,6,10,7,257,72,553,5.1,1,8,6,75.0,1.57,1.17,0.13,0.17,13.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,77
223,554,Nacho Vidal,5.0,5,1.01,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,554,5.0,17,14,15,1,1,14,22,63.6,8,5,2,3,10,27,18,0,554,5.0,176,221,79.6,2842,1050,97,107,90.7,64,81,79.0,12,24,50.0,0,0.0,0.2,0.0,1,11,2,2,12,554,5.0,282,16,97,139,46,4,282,4,3,75.0,1,25.0,131,590,327,6,3,2,6,0,142,17,554,5.0,1,3,2,66.7,0.60,0.40,0.33,0.50,18.7,0,0,0,0.4,0.4,0.13,+0.6,+0.6,85
224,558,Carlos Vigaray,9.9,13,1.31,8,2,0,0,2,1,0,0.00,0,0,0,0,0,0,558,9.9,27,16,16,9,2,11,16,68.8,5,5,1,4,14,41,13,0,558,9.9,238,347,68.6,3958,1597,115,141,81.6,91,133,68.4,22,50,44.0,0,0.1,0.2,-0.1,2,18,3,0,18,558,9.9,431,27,154,199,85,4,431,10,3,30.0,7,70.0,191,1239,615,15,13,0,15,5,191,17,558,9.9,0,4,1,25.0,0.40,0.10,0.00,0.00,16.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,72
225,560,Vitolo,7.7,29,3.79,20,0,6,0,3,0,2,0.26,1,0,1,0,0,0,560,7.7,15,12,9,5,1,4,17,23.5,13,10,3,7,6,21,9,0,560,7.7,307,369,83.2,3854,1014,208,230,90.4,75,86,87.2,7,15,46.7,0,0.8,1.1,-0.8,7,19,10,0,34,560,7.7,442,9,60,230,159,29,442,28,17,60.7,11,39.3,341,2129,1179,36,24,13,12,10,366,63,560,7.7,1,6,4,66.7,0.78,0.52,0.17,0.25,12.1,0,0,0,0.7,0.7,0.11,+0.3,+0.3,81
226,561,Vitolo,6.9,14,2.04,7,0,3,0,4,0,2,0.29,2,0,0,0,0,0,561,6.9,9,6,4,3,2,3,15,20.0,12,10,1,9,6,15,5,0,561,6.9,235,304,77.3,2885,743,149,174,85.6,56,69,81.2,6,13,46.2,2,0.6,0.4,+1.4,3,17,8,0,24,561,6.9,384,7,66,193,130,24,384,22,17,77.3,5,22.7,255,1870,1009,29,19,9,16,16,286,54,561,6.9,1,8,2,25.0,1.17,0.29,0.13,0.50,13.5,0,0,0,1.4,1.4,0.17,-0.4,-0.4,81
227,563,Wakaso,12.2,22,1.80,14,2,0,3,3,0,2,0.16,2,0,0,0,0,0,563,12.2,43,30,25,15,3,13,39,33.3,26,22,1,21,35,78,21,0,563,12.2,330,480,68.8,6784,2151,125,148,84.5,123,172,71.5,72,134,53.7,1,0.6,0.4,+0.4,9,27,2,1,37,563,12.2,630,26,179,352,109,5,630,24,17,70.8,7,29.2,341,2063,898,18,13,1,11,11,328,20,563,12.2,0,10,0,0.0,0.82,0.00,0.00,,28.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7,74
228,564,Daniel Wass,32.6,103,3.16,65,26,0,4,5,3,12,0.37,7,4,0,1,0,0,564,32.6,30,21,8,18,4,8,25,32.0,17,23,3,20,30,60,47,0,564,32.6,1257,1676,75.0,19875,6057,690,801,86.1,425,547,77.7,94,216,43.5,8,6.4,4.8,+1.6,54,118,46,19,139,564,32.6,1950,59,287,974,703,62,1950,24,11,45.8,13,54.2,1049,4373,1968,63,40,11,43,35,1338,200,564,32.6,4,52,11,21.2,1.60,0.34,0.08,0.36,24.9,21,0,0,3.7,3.7,0.07,+0.3,+0.3,82
229,565,Axel Werner,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,565,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,565,1.0,5,17,29.4,223,205,0,0,,1,1,100.0,4,16,25.0,0,0.0,0.0,0.0,0,0,0,0,0,565,1.0,19,18,19,0,0,0,19,0,0,,0,,8,85,80,0,0,0,0,0,4,0,565,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,72
230,566,Iñaki Williams,31.7,73,2.30,52,0,7,8,5,1,10,0.32,7,0,2,1,0,0,566,31.7,28,17,11,15,2,8,41,19.5,33,24,2,22,17,45,13,0,566,31.7,555,761,72.9,8171,1619,311,383,81.2,177,241,73.4,39,58,67.2,6,5.0,5.2,+1.0,33,29,31,11,64,566,31.7,1140,16,105,402,654,186,1140,121,61,50.4,60,49.6,772,5309,2294,90,61,54,89,63,853,261,566,31.7,7,74,26,35.1,2.34,0.82,0.09,0.27,14.1,0,0,0,9.2,9.2,0.12,-2.2,-2.2,81
231,567,Yoel,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,567,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,567,1.0,14,40,35.0,746,742,0,0,,0,0,,14,40,35.0,0,0.0,0.0,0.0,0,0,0,0,0,567,1.0,46,34,45,1,0,0,46,0,0,,0,,23,196,116,0,0,0,0,0,11,0,567,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,77
232,570,Nabil El Zhar,22.0,61,2.77,35,5,8,4,8,1,4,0.18,3,0,1,0,0,0,570,22.0,11,6,4,6,1,3,18,16.7,15,14,1,13,18,29,3,0,570,22.0,469,644,72.8,7069,2171,280,337,83.1,130,181,71.8,40,73,54.8,2,2.3,2.8,-0.3,25,55,22,10,97,570,22.0,871,4,104,401,390,47,871,92,49,53.3,43,46.7,611,3829,1981,67,41,13,55,40,635,132,570,22.0,2,45,14,31.1,2.04,0.64,0.04,0.14,19.6,0,0,0,3.8,3.8,0.09,-1.8,-1.8,76
233,571,Luca Zidane,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,571,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,571,1.0,30,32,93.8,725,327,2,2,100.0,22,22,100.0,6,8,75.0,0,0.0,0.0,0.0,0,0,0,0,0,571,1.0,33,31,33,0,0,0,33,0,0,,0,,20,99,54,0,0,0,0,0,15,0,571,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,63
234,572,Igor Zubeldia,17.6,22,1.25,16,0,0,2,0,4,4,0.23,3,0,0,0,0,1,572,17.6,39,29,17,16,6,14,42,33.3,28,20,5,15,32,71,31,0,572,17.6,810,944,85.8,15702,3292,305,348,87.6,387,426,90.8,106,137,77.4,2,0.2,0.4,+1.8,6,65,6,1,72,572,17.6,1097,43,296,664,145,4,1097,10,9,90.0,1,10.0,659,3712,1756,14,14,0,12,12,726,10,572,17.6,1,20,3,15.0,1.14,0.17,0.05,0.33,27.9,0,0,0,0.6,0.6,0.03,+0.4,+0.4,73
235,573,David Zurutuza,24.9,46,1.85,39,0,0,0,5,2,6,0.24,6,0,0,0,0,0,573,24.9,49,36,22,25,2,20,49,40.8,29,32,10,22,41,90,24,1,573,24.9,987,1165,84.7,16088,4090,512,580,88.3,374,427,87.6,80,104,76.9,2,1.2,1.4,+0.8,11,125,11,1,118,573,24.9,1376,42,258,910,227,24,1376,22,14,63.6,8,36.4,847,4301,1913,38,25,2,28,37,964,40,573,24.9,0,14,3,21.4,0.56,0.12,0.00,0.00,17.6,1,0,0,2.0,2.0,0.14,-2.0,-2.0,77
