,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
135,Seydou Doumbia,ci CIV,FW,Girona,30,1987,6.0,5,0.83,2,0,0,2,1,0,2,0.33,1,0,0,1,0,0,Matches,c49afee6
136,Óscar Duarte,cr CRC,DFMF,Espanyol,29,1989,7.3,5,0.68,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,aa0ac32d
137,Rubén Duarte,es ESP,DF,Alavés,22,1995,30.8,44,1.43,29,2,0,4,7,2,2,0.06,1,0,0,1,0,0,Matches,1fe0492d
138,Hugo Duro,es ESP,MFFW,Getafe,18,1999,4.6,4,0.86,1,0,0,0,2,1,1,0.22,0,0,0,0,1,0,Matches,37e103f8
139,Raphael Dwamena,gh GHA,FW,Levante,22,1995,2.5,7,2.84,5,0,1,0,1,0,2,0.81,1,0,0,0,1,0,Matches,525f9bf4
140,Dennis Eckert,de GER,FW,Celta Vigo,21,1997,2.4,4,1.67,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,7f8fb807
141,Aritz Elustondo,es ESP,DF,Real Sociedad,24,1994,25.0,20,0.80,17,0,0,1,1,1,2,0.08,1,0,0,1,0,0,Matches,f7dc2ae5
142,Gorka Elustondo,es ESP,MF,Rayo Vallecano,31,1987,3.2,3,0.95,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,7b309e55
143,Rodrigo Ely,br BRA,DF,Alavés,24,1993,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fd47b4f2
144,Adri Embarba,es ESP,FWMF,Rayo Vallecano,26,1992,25.4,82,3.23,38,31,1,4,6,2,9,0.35,7,1,0,0,1,0,Matches,db8f0eba
145,Emerson,br BRA,DF,Betis,19,1999,3.5,8,2.27,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,df8b52a5
146,Youssef En-Nesyri,ma MAR,FW,Leganés,21,1997,23.4,32,1.37,20,0,4,3,4,1,3,0.13,2,0,1,0,0,0,Matches,04e17fd5
147,Sergi Enrich,es ESP,FW,Eibar,28,1990,28.7,58,2.02,45,0,4,4,3,2,12,0.42,7,0,0,3,2,0,Matches,bb4b1242
148,Javier Eraso,es ESP,MFFW,Leganés,28,1990,7.0,13,1.85,7,3,1,0,2,0,1,0.14,0,0,0,0,1,0,Matches,aec0fb6f
149,Gonzalo Escalante,ar ARG,MF,Eibar,25,1993,19.9,28,1.41,20,0,1,4,2,1,3,0.15,2,0,0,1,0,0,Matches,3f79a1c8
150,Sergio Escudero,es ESP,DFMF,Sevilla,28,1989,17.2,26,1.51,20,3,1,0,2,0,2,0.12,2,0,0,0,0,0,Matches,b0616e3d
151,Bernardo Espinosa,co COL,DF,Girona,29,1989,30.3,13,0.43,11,0,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches,4242011c
152,Beñat Etxebarria,es ESP,MF,Athletic Club,31,1987,22.6,57,2.53,31,23,0,2,0,1,1,0.04,0,1,0,0,0,0,Matches,b037bd4f
153,Xabier Etxeita,es ESP,DF,Huesca,30,1987,29.7,12,0.40,7,1,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches,4a895384
154,Zouhair Feddal,ma MAR,DF,Betis,29,1989,18.9,14,0.74,12,0,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches,89151b16
155,Aitor Fernández,es ESP,GK,Levante,27,1991,16.0,2,0.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a01c3d54
156,Andrés Fernández,es ESP,GK,Villarreal,31,1986,6.0,2,0.33,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,307fcd26
157,Borja Fernández,es ESP,MFDF,Valladolid,37,1981,9.3,6,0.64,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,9127f9ce
158,Joaquín Fernández,es ESP,DFMF,Valladolid,22,1996,9.3,3,0.32,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b86a64b2
159,David Ferreiro,es ESP,FWMF,Huesca,30,1988,25.3,79,3.12,37,27,5,4,4,2,4,0.16,2,2,0,0,0,0,Matches,8970907e
160,Facundo Ferreyra,ar ARG,FWMF,Espanyol,27,1991,2.3,2,0.95,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,b39a793e
161,Junior Firpo,es ESP,DFMF,Betis,21,1996,21.5,35,1.63,28,1,1,1,3,1,4,0.19,4,0,0,0,0,0,Matches,24f59bb2
162,Mathieu Flamini,fr FRA,MF,Getafe,34,1984,5.0,3,0.60,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,148d4105
163,Pablo Fornals,es ESP,MFFW,Villarreal,22,1996,27.5,91,3.30,77,2,7,2,3,0,7,0.25,6,0,0,0,1,0,Matches,82927de4
164,Dimitri Foulquier,fr FRA,MFFW,Getafe,25,1993,20.0,29,1.45,18,0,5,1,4,1,4,0.20,2,0,2,0,0,0,Matches,45e17712
165,Javi Fuego,es ESP,MF,Villarreal,34,1984,2.6,4,1.55,3,1,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches,2e8fc160
166,Ramiro Funes Mori,ar ARG,DFMF,Villarreal,27,1991,29.2,23,0.79,12,1,1,6,0,3,2,0.07,1,0,0,1,0,0,Matches,89cbc961
167,Javi Galán,es ESP,DFMF,Huesca,23,1994,16.0,31,1.94,23,2,2,0,3,1,3,0.19,3,0,0,0,0,0,Matches,a4b00319
168,Álex Gallar,es ESP,MFFW,Huesca,26,1992,11.2,54,4.82,33,7,7,4,1,2,4,0.36,1,0,2,1,0,0,Matches,36d5469c
169,Enric Gallego,es ESP,FW,Huesca,31,1986,17.1,32,1.87,23,0,4,0,3,2,2,0.12,1,0,1,0,0,0,Matches,82e9b89d
170,Álex Gálvez,es ESP,DF,Rayo Vallecano,29,1989,15.7,10,0.64,9,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches,960fb42d
171,Kévin Gameiro,fr FRA,FW,Valencia,31,1987,17.9,52,2.90,42,0,1,2,4,3,6,0.33,4,0,0,1,1,0,Matches,42276181
172,Cristian Ganea,ro ROU,MF,Athletic Club,26,1992,0.5,2,3.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,baf5665c
173,Ezequiel Garay,ar ARG,DF,Valencia,31,1986,23.7,12,0.51,11,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,ac3fb1be
174,Borja Garcés,es ESP,FW,Atlético Madrid,18,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bc39454c
175,Alberto García,es ESP,GK,Rayo Vallecano,33,1985,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17d9e354
176,Aleix García,es ESP,MF,Girona,21,1997,18.5,46,2.49,26,17,0,1,2,0,3,0.16,2,1,0,0,0,0,Matches,a10361d2
177,Álvaro García,es ESP,FWMF,Rayo Vallecano,25,1992,19.6,51,2.60,39,3,2,3,3,1,6,0.31,5,0,0,1,0,0,Matches,90bbd822
178,Borja García,es ESP,FWMF,Girona,27,1990,29.2,67,2.29,51,2,6,1,7,0,6,0.21,4,0,1,0,1,0,Matches,e7f4603c
179,Dani García,es ESP,MF,Athletic Club,28,1990,27.5,14,0.51,14,0,0,0,0,0,3,0.11,3,0,0,0,0,0,Matches,240d3a0b
180,Javi García,es ESP,DFMF,Betis,31,1987,5.8,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,167c1bb0
181,Manu García,es ESP,MF,Alavés,32,1986,25.9,31,1.20,21,0,0,3,3,4,1,0.04,1,0,0,0,0,0,Matches,05a4465d
182,Raúl García,es ESP,DF,Leganés,29,1989,4.2,1,0.24,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,1a317a1b
183,Raúl García,es ESP,DF,Girona,29,1989,9.4,8,0.85,4,3,1,0,0,0,1,0.11,1,0,0,0,0,0,Matches,1a317a1b
184,Raúl García,es ESP,MFFW,Athletic Club,32,1986,26.3,54,2.05,38,0,3,9,1,3,9,0.34,5,0,0,3,0,1,Matches,b418dbd4
185,Sergio García,es ESP,FWMF,Espanyol,35,1983,16.5,54,3.27,43,2,2,4,2,1,6,0.36,3,0,0,2,1,0,Matches,2bee98fd
186,Mario Gaspar,es ESP,DF,Villarreal,27,1990,28.9,36,1.25,30,1,3,1,0,1,2,0.07,2,0,0,0,0,0,Matches,fb5d47b3
187,Joris Gnagnon,fr FRA,DFMF,Sevilla,21,1997,5.0,6,1.21,3,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches,1232e1dc
188,Diego Godín,uy URU,DF,Atlético Madrid,32,1986,27.9,9,0.32,6,0,0,2,0,1,3,0.11,2,0,0,1,0,0,Matches,fc4f85b1
189,Ibai Gómez,es ESP,FW,Athletic Club,28,1989,6.4,19,2.95,13,6,0,0,0,0,2,0.31,2,0,0,0,0,0,Matches,9d2a3d5f
190,Ibai Gómez,es ESP,MFFW,Alavés,28,1989,16.1,34,2.11,18,9,3,2,2,0,4,0.25,3,0,1,0,0,0,Matches,9d2a3d5f
191,Maxi Gómez,uy URU,FW,Celta Vigo,21,1996,32.9,72,2.19,49,0,4,8,11,0,12,0.36,6,0,1,2,3,0,Matches,4c2e9442
192,Moi Gómez,es ESP,MF,Huesca,24,1994,33.9,90,2.65,60,22,2,2,2,2,11,0.32,6,3,1,0,1,0,Matches,5a626448
193,Sergi Gómez,es ESP,DF,Sevilla,26,1992,30.7,19,0.62,16,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches,bc6f5f06
194,Maxime Gonalons,fr FRA,MF,Sevilla,29,1989,6.0,7,1.17,4,0,1,0,0,2,0,0.00,0,0,0,0,0,0,Matches,b8c1de25
195,Álvaro González,es ESP,DF,Villarreal,28,1990,32.9,20,0.61,15,1,0,1,1,2,3,0.09,2,0,0,0,0,1,Matches,42dcf26d
196,Bruno González,es ESP,DF,Getafe,28,1990,18.9,8,0.42,5,0,0,1,2,0,3,0.16,2,0,0,1,0,0,Matches,f11fe861
197,Cristo González,es ESP,FW,Real Madrid,20,1997,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,896b5df2
198,Andoni Gorosabel,es ESP,DF,Real Sociedad,21,1996,5.1,7,1.38,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6f5f82c0
199,Álex Granell,es ESP,MFDF,Girona,29,1988,26.6,86,3.24,47,30,2,1,6,0,7,0.26,3,4,0,0,0,0,Matches,a25250f8
200,Esteban Granero,es ESP,MF,Espanyol,31,1987,22.4,68,3.04,40,18,2,2,5,1,7,0.31,4,2,0,0,0,1,Matches,1b17ed86
201,Antoine Griezmann,fr FRA,FW,Atlético Madrid,27,1991,35.5,127,3.57,87,19,7,10,3,1,15,0.42,8,1,1,5,0,0,Matches,df69b544
202,Andrés Guardado,mx MEX,MFDF,Betis,31,1986,25.9,65,2.51,51,7,1,0,6,0,6,0.23,6,0,0,0,0,0,Matches,ef322658
203,Sergi Guardiola,es ESP,FW,Valladolid,27,1991,16.8,38,2.26,22,0,6,2,8,0,4,0.24,2,0,0,0,2,0,Matches,32974271
204,Sergi Guardiola,es ESP,FWMF,Getafe,27,1991,0.3,1,3.00,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32974271
205,Gonçalo Guedes,pt POR,MFFW,Valencia,21,1996,16.3,58,3.56,39,1,7,3,7,1,11,0.68,9,0,1,1,0,0,Matches,e6bc67d7
206,Javi Guerra,es ESP,FWMF,Rayo Vallecano,36,1982,2.6,13,4.96,8,0,2,0,3,0,2,0.76,1,0,0,0,1,0,Matches,aa386464
207,Francis Guerrero,es ESP,DFMF,Betis,22,1996,19.8,32,1.62,24,2,1,0,5,0,4,0.20,4,0,0,0,0,0,Matches,59d53e8a
208,Ander Guevara,es ESP,MF,Real Sociedad,21,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8e48dc61
209,John Guidetti,se SWE,FW,Alavés,26,1992,7.0,14,2.00,13,0,1,0,0,0,2,0.29,2,0,0,0,0,0,Matches,99bebd12
210,Gerard Gumbau,es ESP,MF,Leganés,23,1994,13.3,20,1.50,8,4,0,2,4,2,2,0.15,1,0,0,1,0,0,Matches,ac454a4f
211,Serdar Gürler,tr TUR,FWMF,Huesca,26,1991,5.4,14,2.61,10,1,0,1,1,1,1,0.19,1,0,0,0,0,0,Matches,8d2ad5c0
212,Gorka Guruzeta,es ESP,FWMF,Athletic Club,21,1996,0.6,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6b5ea2f4
213,Hacen,mr MTN,FW,Valladolid,20,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7c689c48
214,Munir El Haddadi,ma MAR,FW,Barcelona,22,1995,1.7,3,1.78,2,1,0,0,0,0,1,0.59,1,0,0,0,0,0,Matches,8696bc90
215,Munir El Haddadi,ma MAR,FWMF,Sevilla,22,1995,11.6,24,2.07,16,0,4,3,1,0,4,0.35,3,0,0,1,0,0,Matches,8696bc90
216,Uche Henry Agbo,ng NGA,MF,Rayo Vallecano,22,1995,4.1,4,0.97,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,98554bfd
217,Mario Hermoso,es ESP,DF,Espanyol,23,1995,31.2,20,0.64,14,0,1,5,0,0,2,0.06,1,0,0,1,0,0,Matches,555f3a0b
218,Lucas Hernández,fr FRA,DF,Atlético Madrid,22,1996,12.4,8,0.64,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,c3ee18ef
219,Theo Hernández,fr FRA,DF,Real Sociedad,20,1997,22.0,46,2.10,29,3,4,3,4,3,5,0.23,3,0,0,0,1,1,Matches,d4c9725f
220,Yangel Herrera,ve VEN,MFDF,Huesca,20,1998,12.8,21,1.64,11,1,2,4,3,0,2,0.16,0,0,0,2,0,0,Matches,e778654a
221,Iago Herrerín,es ESP,GK,Athletic Club,30,1988,31.0,6,0.19,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,9109185e
222,Pablo Hervías,es ESP,MF,Eibar,25,1993,2.0,7,3.50,2,4,0,0,1,0,1,0.50,1,0,0,0,0,0,Matches,ba5a9545
223,Pablo Hervías,es ESP,MFFW,Valladolid,25,1993,1.8,3,1.69,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,ba5a9545
224,Andrew Hjulsager,dk DEN,MFFW,Celta Vigo,23,1995,4.0,7,1.75,7,0,0,0,0,0,3,0.75,3,0,0,0,0,0,Matches,2ef16f06
225,Wesley Hoedt,nl NED,DF,Celta Vigo,24,1994,9.9,6,0.60,5,0,0,1,0,0,1,0.10,1,0,0,0,0,0,Matches,875898c7
226,Robert Ibáñez,es ESP,FWMF,Getafe,25,1993,0.8,2,2.37,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,c7429db3
227,Vicente Iborra,es ESP,MFFW,Villarreal,30,1988,18.5,28,1.51,25,0,0,1,2,0,5,0.27,4,0,0,1,0,0,Matches,ad1ffcfd
228,Borja Iglesias,es ESP,FW,Espanyol,25,1993,34.2,81,2.37,48,0,10,12,10,1,10,0.29,5,0,1,4,0,0,Matches,75645f0e
229,Asier Illarramendi,es ESP,MF,Real Sociedad,28,1990,20.2,24,1.19,14,6,1,3,0,0,2,0.10,1,1,0,0,0,0,Matches,5ce0b5ba
230,Giannelli Imbula,cd COD,MF,Rayo Vallecano,25,1992,19.2,48,2.49,32,5,6,0,3,2,4,0.21,4,0,0,0,0,0,Matches,b86fe156
231,Pablo Insua,es ESP,DF,Huesca,24,1993,8.6,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4b5e7e90
232,Takashi Inui,jp JPN,FWMF,Betis,30,1988,4.2,15,3.58,8,0,4,0,2,1,1,0.24,1,0,0,0,0,0,Matches,61bd33d0
233,Takashi Inui,jp JPN,MFFW,Alavés,30,1988,9.2,13,1.41,4,0,3,1,4,1,2,0.22,1,0,0,0,1,0,Matches,61bd33d0
234,Gorka Iraizoz,es ESP,GK,Girona,37,1981,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,26f2473f
235,Carlos Isaac,es ESP,DF,Atlético Madrid,20,1998,1.0,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,3e5a168c
236,Isco,es ESP,MFFW,Real Madrid,26,1992,13.2,53,4.00,43,4,0,2,3,1,2,0.15,2,0,0,0,0,0,Matches,a0b4bb3e
237,Manuel Iturra,cl CHI,MF,Villarreal,34,1984,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,000b3da6
238,Ander Iturraspe,es ESP,MF,Athletic Club,29,1989,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6dce77a5
239,Ivi,es ESP,MFFW,Valladolid,24,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d2fa73e7
240,Adnan Januzaj,be BEL,FWMF,Real Sociedad,23,1995,13.9,59,4.23,29,15,6,5,4,0,7,0.50,5,0,1,0,1,0,Matches,4737cebe
241,Jason,es ESP,MFFW,Levante,24,1994,25.9,55,2.12,37,4,2,0,9,3,8,0.31,7,0,0,0,1,0,Matches,9038c2a1
242,Mathias Jensen,dk DEN,MFFW,Celta Vigo,22,1996,2.6,4,1.53,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0f134faf
243,Jesé,es ESP,FWMF,Betis,25,1993,8.7,20,2.31,11,0,4,3,1,1,1,0.12,0,0,0,1,0,0,Matches,4a537185
244,Joaquín,es ESP,FWDF,Betis,37,1981,18.8,82,4.35,56,10,7,3,4,2,5,0.27,3,0,1,0,1,0,Matches,4c5b14d2
245,Jony,es ESP,MFFW,Alavés,27,1991,33.0,128,3.88,61,46,11,5,1,4,16,0.48,7,6,1,1,0,1,Matches,244f57b9
246,Joan Jordán,es ESP,MF,Eibar,24,1994,31.9,123,3.85,59,46,6,2,8,2,9,0.28,5,3,0,0,1,0,Matches,2a0c8ba4
247,Willian José,br BRA,FW,Real Sociedad,26,1991,26.3,59,2.24,51,0,0,6,1,1,4,0.15,3,0,0,1,0,0,Matches,d87e2cae
248,Aleksandar Jovanović,rs SRB,GK,Huesca,25,1992,12.0,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,129dd8e7
249,Jozabed,es ESP,MF,Celta Vigo,27,1991,12.8,22,1.71,19,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches,9b337c7c
250,Miguel Juan Llambrich,es ESP,DF,Villarreal,22,1996,6.0,11,1.82,10,0,0,0,0,1,1,0.17,1,0,0,0,0,0,Matches,d83f09ff
251,Juanfran,es ESP,DF,Atlético Madrid,33,1985,17.9,37,2.07,35,0,0,0,2,0,2,0.11,2,0,0,0,0,0,Matches,cfd8d664
252,Juanfran,es ESP,DF,Leganés,29,1988,16.2,45,2.78,33,6,2,1,2,1,2,0.12,2,0,0,0,0,0,Matches,9ba48d64
253,Juanmi,es ESP,FWMF,Real Sociedad,25,1993,16.9,28,1.65,17,0,3,5,3,0,6,0.35,3,0,0,2,1,0,Matches,84399660
254,Juanpe,es ESP,DF,Girona,27,1991,30.7,13,0.42,9,1,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches,1633fc8a
255,Juanpi,ve VEN,MFFW,Huesca,24,1994,7.4,22,2.96,10,4,1,2,5,0,5,0.67,1,2,0,0,2,0,Matches,d79afcfc
256,David Juncà,es ESP,DF,Celta Vigo,24,1993,19.5,33,1.69,24,3,3,1,2,0,4,0.21,4,0,0,0,0,0,Matches,de7d40d6
257,Vinicius Júnior,br BRA,FW,Real Madrid,18,2000,9.7,44,4.56,28,1,5,4,5,1,5,0.52,3,0,1,0,1,0,Matches,7111d552
258,Gaël Kakuta,cd COD,MFFW,Rayo Vallecano,27,1991,8.0,15,1.88,12,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,5b1bf5e3
259,Nikola Kalinić,hr CRO,FW,Atlético Madrid,30,1988,7.1,8,1.12,6,0,1,1,0,0,2,0.28,1,0,0,1,0,0,Matches,d4931a5a
260,Lee Kangin,kr KOR,FWMF,Valencia,17,2001,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8455ad90
261,Wilfrid Kaptoum,cm CMR,MF,Betis,22,1996,8.6,5,0.58,2,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches,d717630e
262,Keko,es ESP,MFFW,Valladolid,26,1991,17.0,42,2.47,30,1,7,2,2,0,3,0.18,3,0,0,0,0,0,Matches,1512328c
263,Kike,es ESP,FW,Eibar,28,1989,14.4,32,2.22,23,0,1,4,4,0,0,0.00,0,0,0,0,0,0,Matches,e897d8ba
264,Simon Kjær,dk DEN,DF,Sevilla,29,1989,22.3,9,0.40,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,8b8a56ce
265,Kenan Kodro,ba BIH,FWMF,Athletic Club,24,1993,1.8,3,1.68,3,0,0,0,0,0,1,0.56,1,0,0,0,0,0,Matches,e82d2807
266,Koke,es ESP,MF,Atlético Madrid,26,1992,28.7,97,3.38,64,24,2,5,2,0,7,0.24,4,1,0,1,1,0,Matches,55126f3b
267,Geoffrey Kondogbia,cf CTA,MF,Valencia,25,1993,13.8,21,1.52,18,0,2,1,0,0,2,0.14,2,0,0,0,0,0,Matches,cce181df
268,Vasyl Kravets,ua UKR,DF,Leganés,20,1997,5.3,11,2.06,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,29e48848
269,Toni Kroos,de GER,MF,Real Madrid,28,1990,24.7,100,4.05,53,41,4,0,1,1,9,0.36,5,4,0,0,0,0,Matches,6ce1f46f
270,Víctor Laguardia,es ESP,DF,Alavés,28,1989,36.0,12,0.33,9,1,0,1,1,0,3,0.08,3,0,0,0,0,0,Matches,b7c99b9b
