,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
271,Diego Lainez,mx MEX,MFFW,Betis,18,2000,3.9,12,3.06,8,1,1,0,2,0,1,0.25,1,0,0,0,0,0,Matches,bf12926c
272,Toni Lato,es ESP,DF,Valencia,20,1997,3.0,5,1.67,5,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches,8e088e04
273,Miguel Layún,mx MEX,MFDF,Villarreal,30,1988,5.6,16,2.85,4,10,1,1,0,0,1,0.18,0,1,0,0,0,0,Matches,ad6295d4
274,Robin Le Normand,fr FRA,DF,Real Sociedad,21,1996,3.2,3,0.95,1,0,0,2,0,0,1,0.32,0,0,0,1,0,0,Matches,9a64e67e
275,Wu Lei,cn CHN,FWMF,Espanyol,26,1991,11.8,23,1.95,13,0,2,5,2,1,3,0.25,1,0,0,1,1,0,Matches,e3fabb0a
276,Iñigo Lekue,es ESP,DF,Athletic Club,25,1993,2.3,3,1.28,2,1,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches,59b7d823
277,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,22,1995,20.2,59,2.92,39,11,5,1,3,0,6,0.30,6,0,0,0,0,0,Matches,4dbd0916
278,Clément Lenglet,fr FRA,DF,Barcelona,23,1995,21.5,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4f28a6ff
279,Pedro León,es ESP,MFFW,Eibar,31,1986,4.7,6,1.27,3,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,d66b9872
280,Sergio León,es ESP,FWMF,Betis,29,1989,7.1,14,1.97,8,0,2,1,3,0,3,0.42,1,0,1,1,0,0,Matches,0a0cc13c
281,Diego Llorente,es ESP,DF,Real Sociedad,24,1993,19.5,8,0.41,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bba30585
282,Marcos Llorente,es ESP,MF,Real Madrid,23,1995,6.0,7,1.17,7,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,02c15616
283,Giovani Lo Celso,ar ARG,MFFW,Betis,22,1996,26.6,79,2.97,58,1,2,6,10,2,15,0.56,12,0,0,1,2,0,Matches,d7553721
284,Stanislav Lobotka,sk SVK,MF,Celta Vigo,23,1994,27.7,49,1.77,43,0,2,2,2,0,5,0.18,4,0,0,1,0,0,Matches,e1cbb531
285,Samuele Longo,it ITA,FWMF,Huesca,26,1992,6.2,7,1.13,4,0,1,1,1,0,2,0.32,1,0,0,1,0,0,Matches,1163de29
286,Alejandro López,es ESP,MF,Espanyol,21,1997,1.2,2,1.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f1887f53
287,David López,es ESP,DF,Espanyol,28,1989,20.2,17,0.84,14,0,0,1,2,0,3,0.15,1,0,0,1,1,0,Matches,f03f284b
288,Diego López,es ESP,GK,Espanyol,36,1981,38.0,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,73683fa9
289,Javi López,es ESP,DF,Espanyol,32,1986,21.6,37,1.71,32,1,1,1,1,1,3,0.14,3,0,0,0,0,0,Matches,ffad706e
290,Lluis López,es ESP,DF,Espanyol,21,1997,5.8,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a685f013
291,Pedro López Muñoz,es ESP,DF,Levante,34,1983,5.2,13,2.52,11,0,1,0,1,0,2,0.39,1,0,0,0,1,0,Matches,a60823a4
292,Pau López,es ESP,GK,Betis,23,1994,33.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,20b9f052
293,Roberto López,es ESP,MF,Real Sociedad,18,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2a8c9f98
294,Unai López,es ESP,MF,Athletic Club,22,1995,3.6,3,0.82,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,88050721
295,Anthony Lozano,hn HON,FWMF,Girona,25,1993,8.1,20,2.47,9,1,1,5,4,0,4,0.49,0,0,0,3,1,0,Matches,38699c72
296,Filipe Luís,br BRA,DF,Atlético Madrid,32,1985,22.6,26,1.15,22,2,1,0,0,1,2,0.09,2,0,0,0,0,0,Matches,e4ed2628
297,José Luis Gayà,es ESP,DF,Valencia,23,1995,34.9,56,1.61,49,2,2,0,3,0,3,0.09,2,0,0,0,1,0,Matches,b05e2dbd
298,José Luis Morales,es ESP,FWMF,Levante,31,1987,35.5,115,3.24,66,0,25,6,16,2,18,0.51,7,0,5,2,4,0,Matches,4a478107
299,Luisinho,pt POR,DF,Huesca,33,1985,5.6,6,1.07,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,a7f00c8c
300,Douglas Luiz,br BRA,MF,Girona,20,1998,16.6,24,1.45,16,4,2,1,1,0,2,0.12,1,0,0,1,0,0,Matches,6f7d826d
301,Antonio Luna,es ESP,DF,Levante,27,1991,14.0,21,1.50,17,2,1,1,0,0,4,0.29,4,0,0,0,0,0,Matches,ed239245
302,Andriy Lunin,ua UKR,GK,Leganés,19,1999,4.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3061e1ec
303,Nemanja Maksimović,rs SRB,MF,Getafe,23,1995,35.7,30,0.84,27,0,0,2,1,0,4,0.11,4,0,0,0,0,0,Matches,00b28772
304,Malcom,br BRA,FWDF,Barcelona,21,1997,6.8,20,2.93,16,1,1,2,0,0,4,0.59,4,0,0,0,0,0,Matches,6853490f
305,Hugo Mallo,es ESP,DF,Celta Vigo,27,1991,34.4,60,1.75,48,8,2,0,1,1,7,0.20,7,0,0,0,0,0,Matches,cb574619
306,Aïssa Mandi,dz ALG,DF,Betis,26,1991,34.0,32,0.94,32,0,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches,fbd6378b
307,Martín Mantovani,ar ARG,DF,Huesca,34,1984,7.8,2,0.26,1,0,0,1,0,0,1,0.13,0,0,0,1,0,0,Matches,4ffb647d
308,Fran Manzanara,es ESP,DFMF,Levante,21,1996,1.7,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bbfaeda4
309,Marcelo,br BRA,DF,Real Madrid,30,1988,20.6,65,3.16,56,1,5,3,0,0,7,0.34,5,0,1,1,0,0,Matches,603116a7
310,Óscar de Marcos,es ESP,DFFW,Athletic Club,29,1989,26.9,50,1.86,42,4,2,0,1,1,4,0.15,3,1,0,0,0,0,Matches,9f323c71
311,Miguel Marí,es ESP,MF,Eibar,21,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d70a3661
312,José María Giménez,uy URU,DF,Atlético Madrid,23,1995,19.7,6,0.30,4,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,f0da930c
313,Mariano,do DOM,FW,Real Madrid,24,1993,5.0,9,1.81,6,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches,5c4dc0ff
314,Adrián Marín,es ESP,DFMF,Alavés,21,1997,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b7f2edff
315,Guillermo Maripán,cl CHI,DF,Alavés,24,1994,22.3,13,0.58,6,2,0,4,1,0,5,0.22,2,1,0,2,0,0,Matches,d9764034
316,Roger Martí,es ESP,FW,Levante,27,1991,21.0,31,1.48,19,0,3,3,6,0,2,0.10,0,0,1,0,1,0,Matches,0ae4e09a
317,Iñigo Martínez,es ESP,DF,Athletic Club,27,1991,32.2,12,0.37,8,1,0,1,2,0,1,0.03,0,0,0,0,1,0,Matches,3fc45c73
318,Gelson Martins,pt POR,FW,Atlético Madrid,23,1995,2.5,7,2.75,4,0,0,0,3,0,2,0.79,1,0,0,0,1,0,Matches,3ef0fa48
319,Jordi Masip,es ESP,GK,Valladolid,29,1989,35.0,6,0.17,4,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,8fae77ea
320,Jaime Mata,es ESP,FWMF,Getafe,29,1988,27.0,37,1.37,27,0,3,2,5,0,6,0.22,5,0,0,0,1,0,Matches,02319ad7
321,Borja Mayoral,es ESP,FW,Levante,21,1997,18.0,33,1.83,28,1,1,0,3,0,5,0.28,5,0,0,0,0,0,Matches,64e8ed6d
322,Róbert Mazáň,sk SVK,DF,Celta Vigo,24,1994,1.0,2,2.00,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,30672832
323,Álvaro Medrán,es ESP,MF,Rayo Vallecano,24,1994,12.8,41,3.21,21,15,0,0,2,3,0,0.00,0,0,0,0,0,0,Matches,31223bcf
324,Óscar Melendo,es ESP,MFFW,Espanyol,20,1997,22.2,67,3.02,57,3,3,1,3,0,8,0.36,7,0,0,0,1,0,Matches,379652be
325,Gonzalo Melero,es ESP,MF,Huesca,24,1994,14.9,41,2.74,36,0,0,1,3,1,4,0.27,3,0,0,0,1,0,Matches,3902e91b
326,Arthur Melo,br BRA,MF,Barcelona,21,1996,15.9,26,1.64,23,0,0,0,3,0,2,0.13,1,0,0,0,1,0,Matches,48b3dd60
327,Brais Méndez,es ESP,MFFW,Celta Vigo,21,1997,26.1,80,3.07,50,16,1,6,7,0,14,0.54,8,3,1,1,1,0,Matches,c9e39d91
328,Gabriel Mercado,ar ARG,DF,Sevilla,31,1987,19.3,7,0.36,4,1,0,0,1,1,1,0.05,0,0,0,0,1,0,Matches,bf97c188
329,Mikel Merino,es ESP,MF,Real Sociedad,22,1996,22.8,40,1.75,31,1,2,0,6,0,6,0.26,4,0,0,0,2,0,Matches,d080ed5e
330,Sabin Merino,es ESP,FWMF,Leganés,26,1992,3.3,5,1.53,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1d5f96d9
331,Martín Merquelanz,es ESP,MFFW,Real Sociedad,23,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ddd5348b
332,Roque Mesa,es ESP,MF,Sevilla,29,1989,19.4,51,2.63,33,2,2,5,3,6,6,0.31,4,0,1,0,0,1,Matches,7c4243d4
333,Lionel Messi,ar ARG,FW,Barcelona,31,1987,30.1,219,7.27,129,15,35,11,28,1,34,1.13,19,1,5,5,4,0,Matches,d70ce98e
334,Míchel,es ESP,MF,Valladolid,30,1988,28.4,85,3.00,52,26,2,0,1,4,4,0.14,2,2,0,0,0,0,Matches,418f8f61
335,Miguel,es ESP,MFFW,Valladolid,18,1999,0.1,1,7.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,6763373d
336,Pere Milla,es ESP,FWMF,Eibar,25,1992,3.8,6,1.58,3,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,335039a2
337,Santi Mina,es ESP,FW,Valencia,22,1995,20.6,33,1.60,24,0,3,2,4,0,5,0.24,4,0,1,0,0,0,Matches,0b90bb97
338,Ignasi Miquel,es ESP,DF,Getafe,25,1992,3.5,1,0.28,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,174f09a6
339,Jorge Miramón,es ESP,DF,Huesca,29,1989,27.7,49,1.77,41,3,2,1,1,1,1,0.04,1,0,0,0,0,0,Matches,7f4c7c9f
340,Luka Modrić,hr CRO,MF,Real Madrid,32,1985,29.0,110,3.80,80,12,4,5,4,5,14,0.48,8,2,1,2,0,1,Matches,6025fab1
341,Johan Mojica,co COL,DFMF,Girona,25,1992,0.2,1,4.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,608f2092
342,Jorge Molina,es ESP,FW,Getafe,36,1982,29.4,76,2.58,55,0,11,5,4,1,9,0.31,7,0,1,1,0,0,Matches,43f71e77
343,Victor Mollejo,es ESP,FWMF,Atlético Madrid,17,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,23fffc06
344,Francisco Montero,es ESP,DF,Atlético Madrid,19,1999,4.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3e96f3e7
345,Emre Mor,tr TUR,FWMF,Celta Vigo,21,1997,4.1,7,1.71,7,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches,0c3f7197
346,Álvaro Morata,es ESP,FW,Atlético Madrid,25,1992,12.0,24,1.99,14,0,3,0,7,0,5,0.42,3,0,1,0,1,0,Matches,129af0db
347,Álex Moreno,es ESP,DF,Rayo Vallecano,25,1993,34.8,71,2.04,58,4,4,2,2,1,6,0.17,6,0,0,0,0,0,Matches,16e9d0ea
348,Gerard Moreno,es ESP,FW,Villarreal,26,1992,25.7,67,2.60,49,0,7,9,1,1,5,0.19,1,0,2,2,0,0,Matches,81f0781e
349,Héctor Moreno,mx MEX,DF,Real Sociedad,30,1988,21.5,7,0.33,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5d311e8d
350,Sergio Moreno,es ESP,MF,Rayo Vallecano,19,1999,0.2,1,6.43,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,014b57f5
351,Manu Morlanes,es ESP,MF,Villarreal,19,1999,6.8,14,2.07,14,0,0,0,0,0,4,0.59,4,0,0,0,0,0,Matches,a0255c67
352,Loren Morón,es ESP,FW,Betis,24,1993,21.7,35,1.61,20,0,2,2,10,1,2,0.09,1,0,0,0,1,0,Matches,3aa4a3be
353,Toni Moya,es ESP,DF,Atlético Madrid,20,1998,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,9e098912
354,Javi Moyano,es ESP,DF,Valladolid,32,1986,23.3,21,0.90,17,2,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches,933e8c8a
355,Iker Muniain,es ESP,FWMF,Athletic Club,25,1992,26.5,70,2.64,52,3,5,3,7,0,9,0.34,5,0,0,1,3,0,Matches,c05dfb74
356,Marc Muniesa,es ESP,DFMF,Girona,26,1992,15.6,23,1.47,18,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4db76f57
357,Aihen Muñoz,es ESP,DF,Real Sociedad,20,1997,10.6,12,1.14,10,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,228b0d9d
358,Ezequiel Muñoz,ar ARG,DF,Leganés,27,1990,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e4b8c5b6
359,Joaquín Muñoz,es ESP,MF,Atlético Madrid,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e9fbcc21
360,Luis Muriel,co COL,MFFW,Sevilla,27,1991,1.4,3,2.20,2,0,1,0,0,0,1,0.73,1,0,0,0,0,0,Matches,eb2fe5b6
361,Jeison Murillo,co COL,DF,Barcelona,26,1992,1.3,2,1.59,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b233e8e4
362,Jeison Murillo,co COL,DF,Valencia,26,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b233e8e4
363,Damián Musto,ar ARG,MF,Huesca,31,1987,18.7,22,1.17,18,0,0,1,2,1,2,0.11,1,0,0,0,1,0,Matches,74e0a984
364,Nacho,es ESP,DF,Real Madrid,28,1990,18.9,14,0.74,10,1,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,2946f9a1
365,Nacho,es ESP,DF,Valladolid,29,1989,35.0,66,1.89,53,6,2,2,2,1,5,0.14,4,0,0,1,0,0,Matches,e29d1111
366,Naldo,br BRA,DF,Espanyol,29,1988,15.1,2,0.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a2609621
367,Ximo Navarro,es ESP,DF,Alavés,28,1990,28.1,30,1.07,18,4,4,1,3,0,5,0.18,4,0,0,0,1,0,Matches,8db394aa
368,Jesús Navas,es ESP,DFMF,Sevilla,32,1985,30.1,76,2.52,68,1,5,2,0,0,10,0.33,9,0,0,1,0,0,Matches,3f10bd22
369,Keylor Navas,cr CRC,GK,Real Madrid,31,1986,10.0,1,0.10,1,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,ecada4fc
370,Raúl Navas,es ESP,DF,Real Sociedad,30,1988,14.6,12,0.82,9,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches,ad178594
371,Neto,br BRA,GK,Valencia,29,1989,34.0,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a9dc785c
372,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,23,1994,32.5,43,1.32,30,1,3,3,4,2,5,0.15,4,0,0,1,0,0,Matches,c14bc029
373,Peru Nolaskoain,es ESP,DF,Athletic Club,19,1998,5.2,4,0.78,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,857cb4f3
374,Nolito,es ESP,FWMF,Sevilla,31,1986,0.8,2,2.37,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b2d0ec1b
375,Unai Núñez,es ESP,DF,Athletic Club,21,1997,11.8,5,0.42,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,be170419
376,Allan Nyom,cm CMR,DF,Leganés,30,1988,19.0,34,1.79,31,0,2,1,0,0,2,0.11,2,0,0,0,0,0,Matches,97572117
377,Jan Oblak,si SVN,GK,Atlético Madrid,25,1993,37.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ee8508c0
378,Álvaro Odriozola,es ESP,DF,Real Madrid,22,1995,13.1,30,2.29,21,0,4,0,5,0,5,0.38,3,0,0,0,2,0,Matches,1d1691ad
379,Dani Ojeda,es ESP,MFDF,Leganés,23,1994,2.1,4,1.87,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,375a669e
380,Lucas Olaza,uy URU,DF,Celta Vigo,24,1994,10.0,13,1.30,11,1,1,0,0,0,3,0.30,2,1,0,0,0,0,Matches,4cee5954
381,Oier Olazábal,es ESP,GK,Levante,28,1989,21.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b5bdf144
382,Kiko Olivas,es ESP,DF,Valladolid,29,1988,34.4,10,0.29,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,72b07a9c
383,Paulo Oliveira,pt POR,DF,Eibar,26,1992,24.9,4,0.16,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,a8fbae1d
384,Mathías Olivera,uy URU,DFMF,Getafe,20,1997,11.2,15,1.34,9,0,2,0,3,1,2,0.18,1,0,0,0,1,0,Matches,41c12f75
385,Kenneth Omeruo,ng NGA,DF,Leganés,24,1993,27.0,7,0.26,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0f0aa5b4
386,Fabián Orellana,cl CHI,MFFW,Eibar,32,1986,30.4,121,3.98,71,11,23,4,11,1,10,0.33,7,2,1,0,0,0,Matches,c90977db
387,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,21,1997,35.0,96,2.74,67,8,10,4,6,1,17,0.49,9,2,2,2,2,0,Matches,8c3c640c
388,Fernando Pacheco,es ESP,GK,Alavés,26,1992,35.0,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,97852360
389,Rubén Pardo,es ESP,MFFW,Real Sociedad,25,1992,15.2,58,3.82,35,17,3,2,1,0,4,0.26,2,2,0,0,0,0,Matches,2306bfde
390,Daniel Parejo,es ESP,MF,Valencia,29,1989,34.0,137,4.03,75,52,2,4,2,2,14,0.41,10,4,0,0,0,0,Matches,7460ca0d
391,Thomas Partey,gh GHA,MF,Atlético Madrid,25,1993,23.0,51,2.22,36,7,3,1,4,0,9,0.39,5,1,2,0,1,0,Matches,529f49ab
392,Gabriel Paulista,br BRA,DF,Valencia,27,1990,29.1,14,0.48,13,0,0,1,0,0,3,0.10,2,0,0,1,0,0,Matches,b7ca5c51
393,Alfonso Pedraza,es ESP,DFFW,Villarreal,22,1996,23.3,44,1.89,36,1,4,2,0,1,7,0.30,5,0,1,1,0,0,Matches,63f04c6c
394,Pedrosa,es ESP,DF,Espanyol,20,1998,8.5,8,0.94,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,112521d1
395,Rubén Peña,es ESP,DF,Eibar,27,1991,29.7,77,2.59,59,5,8,2,2,1,6,0.20,5,0,1,0,0,0,Matches,1f079188
396,Carles Pérez,es ESP,FW,Barcelona,20,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a8f21b9f
397,Hernán Pérez,py PAR,FWMF,Espanyol,29,1989,8.8,28,3.17,22,0,4,2,0,0,2,0.23,2,0,0,0,0,0,Matches,e1cea3f7
398,Rubén Pérez,es ESP,MF,Leganés,29,1989,27.5,40,1.46,34,3,2,0,1,0,5,0.18,4,0,1,0,0,0,Matches,3c7bc9bd
399,Pablo Piatti,ar ARG,FWMF,Espanyol,29,1989,8.3,32,3.88,19,3,2,1,5,2,0,0.00,0,0,0,0,0,0,Matches,48e89655
400,Cristiano Piccini,it ITA,DF,Valencia,25,1992,20.8,24,1.16,17,1,3,1,2,0,1,0.05,1,0,0,0,0,0,Matches,32c0491f
401,Tomás Pina Isla,es ESP,MF,Alavés,30,1987,26.0,45,1.73,37,2,1,0,5,0,2,0.08,1,0,0,0,1,0,Matches,e54bd0a2
402,Gerard Piqué,es ESP,DF,Barcelona,31,1987,35.0,25,0.71,17,0,2,4,1,1,6,0.17,2,0,1,2,1,0,Matches,adfc9123
403,Carles Planas,es ESP,DFMF,Girona,27,1991,4.7,6,1.29,6,0,0,0,0,0,2,0.43,2,0,0,0,0,0,Matches,72b92c4e
404,Óscar Plano,es ESP,MFFW,Valladolid,27,1991,29.9,68,2.27,49,5,3,3,6,2,8,0.27,6,1,0,0,1,0,Matches,7c388b20
405,Stiven Plaza,ec ECU,FWMF,Valladolid,19,1999,0.4,1,2.37,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,f4b7f2ec
406,Pere Pons,es ESP,MF,Girona,25,1993,31.0,39,1.26,30,1,2,3,3,0,3,0.10,3,0,0,0,0,0,Matches,29b61deb
