,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
434,Patrick Roberts,eng ENG,FW,Girona,21,1997,6.7,0,7,5,71.4,1.05,0.75,0.00,0.00,15.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,59d93937
435,Joel Robles,es ESP,GK,Betis,28,1990,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cda0b317
436,Marc Roca,es ESP,MF,Espanyol,21,1996,34.6,1,24,9,37.5,0.69,0.26,0.04,0.11,26.1,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches,da27e268
437,Rubén Rochina,es ESP,MF,Levante,27,1991,20.0,4,48,12,25.0,2.40,0.60,0.08,0.33,24.4,4,0,0,2.3,2.3,0.05,+1.7,+1.7,Matches,ecd8c01e
438,Rodri,es ESP,MF,Atlético Madrid,22,1996,30.4,3,26,8,30.8,0.86,0.26,0.12,0.38,16.7,0,0,0,2.6,2.6,0.10,+0.4,+0.4,Matches,6434f10d
439,Rodrigo,es ESP,FW,Valencia,27,1991,28.1,8,76,29,38.2,2.71,1.03,0.11,0.28,14.1,0,0,1,13.0,12.3,0.16,-5.0,-4.3,Matches,1fb1c435
440,Kévin Rodrigues,pt POR,DF,Real Sociedad,24,1994,5.4,0,2,1,50.0,0.37,0.19,0.00,0.00,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,f1bed920
441,Ángel Rodríguez,es ESP,FW,Getafe,31,1987,20.2,8,66,25,37.9,3.27,1.24,0.12,0.32,14.3,0,0,0,8.2,8.2,0.12,-0.2,-0.2,Matches,8cfc2f69
442,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,20,1998,27.8,4,59,21,35.6,2.12,0.75,0.07,0.19,24.0,10,0,0,3.6,3.6,0.06,+0.4,+0.4,Matches,19709006
443,Marko Rog,hr CRO,MF,Sevilla,23,1995,4.0,0,2,0,0.0,0.50,0.00,0.00,,28.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,b6b2b820
444,Diego Rolán,uy URU,MFDF,Leganés,25,1993,2.4,0,2,0,0.0,0.84,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,d1491e00
445,Diego Rolán,uy URU,FWMF,Alavés,25,1993,3.3,0,8,2,25.0,2.42,0.60,0.00,0.00,9.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,d1491e00
446,Facundo Roncaglia,ar ARG,DF,Valencia,31,1987,6.7,0,2,0,0.0,0.30,0.00,0.00,,8.5,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,51e3954c
447,Facundo Roncaglia,ar ARG,DF,Celta Vigo,31,1987,11.9,0,1,0,0.0,0.08,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,51e3954c
448,Roberto Rosales,ve VEN,DF,Espanyol,29,1988,19.4,3,18,5,27.8,0.93,0.26,0.17,0.60,23.9,2,0,0,0.7,0.7,0.04,+2.3,+2.3,Matches,81069528
449,Waldo Rubio,es ESP,MFFW,Valladolid,22,1995,5.5,1,12,7,58.3,2.20,1.28,0.08,0.14,22.5,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches,ccaa5728
450,Abel Ruiz,es ESP,FW,Barcelona,18,2000,0.2,0,1,1,100.0,4.09,4.09,0.00,0.00,10.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches,6cbf8d0d
451,Víctor Ruiz,es ESP,DF,Villarreal,29,1989,21.9,0,7,1,14.3,0.32,0.05,0.00,0.00,8.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,b3dc6eca
452,Gerónimo Rulli,ar ARG,GK,Real Sociedad,26,1992,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,625c144a
453,Samuel Sáiz,es ESP,MFFW,Getafe,27,1991,3.4,1,7,4,57.1,2.07,1.18,0.14,0.25,23.9,2,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,13e0eb29
454,Mikel San José,es ESP,MF,Athletic Club,29,1989,19.3,0,12,3,25.0,0.62,0.16,0.00,0.00,16.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,003a5c72
455,Antonio Sanabria,py PAR,FW,Betis,22,1996,9.0,2,15,1,6.7,1.66,0.11,0.07,1.00,10.2,1,1,1,4.1,3.3,0.22,-2.1,-2.3,Matches,0a447501
456,Javi Sánchez,es ESP,DF,Real Madrid,21,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,60359288
457,Víctor Sánchez,es ESP,MF,Espanyol,30,1987,14.1,0,11,2,18.2,0.78,0.14,0.00,0.00,20.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,ad4d0985
458,Luca Sangalli,es ESP,MFFW,Real Sociedad,23,1995,11.1,1,11,5,45.5,0.99,0.45,0.09,0.20,19.4,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches,7958dc65
459,Nicola Sansone,it ITA,MFFW,Villarreal,26,1991,0.4,1,2,1,50.0,4.86,2.43,0.50,1.00,18.7,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches,7eb97a8e
460,Roberto Santamaría,es ESP,GK,Huesca,33,1985,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bca21ef3
461,Michael Santos,uy URU,FWMF,Leganés,25,1993,6.2,1,16,5,31.3,2.59,0.81,0.06,0.20,12.1,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Matches,3cb6f224
462,Pablo Sarabia,es ESP,MFFW,Sevilla,26,1992,30.3,13,74,31,41.9,2.44,1.02,0.16,0.39,16.4,3,1,1,10.7,9.9,0.13,+2.3,+2.1,Matches,9744ff80
463,Lluís Sastre,es ESP,MF,Huesca,32,1986,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5f186f5c
464,Stefan Savić,me MNE,DF,Atlético Madrid,27,1991,15.5,0,7,0,0.0,0.45,0.00,0.00,,7.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,f6ac68c1
465,Alfa Semedo,gw GNB,MF,Espanyol,20,1997,0.5,0,1,0,0.0,2.00,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,07750704
466,Nélson Semedo,pt POR,DF,Barcelona,24,1993,17.8,1,6,2,33.3,0.34,0.11,0.17,0.50,17.7,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,d04b94db
467,Rúben Semedo,pt POR,DF,Huesca,24,1994,9.4,0,7,0,0.0,0.74,0.00,0.00,,9.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,c904f3d5
468,Paik Seung-ho,kr KOR,FWMF,Girona,21,1997,0.7,0,1,0,0.0,1.50,0.00,0.00,,19.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,1e1bea09
469,Gaku Shibasaki,jp JPN,MFFW,Getafe,26,1992,4.3,0,6,1,16.7,1.39,0.23,0.00,0.00,23.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,d2ac648c
470,Sidnei,br BRA,DF,Betis,28,1989,19.4,1,9,2,22.2,0.46,0.10,0.11,0.50,11.9,0,0,0,1.3,1.3,0.15,-0.3,-0.3,Matches,b14d0c5d
471,André Silva,pt POR,FW,Sevilla,22,1995,24.0,9,61,25,41.0,2.54,1.04,0.15,0.36,12.2,0,0,0,9.6,9.6,0.16,-0.6,-0.6,Matches,3effaa34
472,Jonathan Silva,ar ARG,DF,Leganés,24,1994,30.0,3,23,9,39.1,0.77,0.30,0.13,0.33,17.7,0,0,0,1.7,1.7,0.07,+1.3,+1.3,Matches,f2308b33
473,Moses Simon,ng NGA,DFMF,Levante,23,1995,8.7,0,14,5,35.7,1.61,0.57,0.00,0.00,17.8,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,5f3eaaf5
474,Unai Simón,es ESP,GK,Athletic Club,21,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5dcf3e90
475,Dimitris Siovas,gr GRE,DF,Leganés,29,1988,32.9,1,21,4,19.0,0.64,0.12,0.05,0.25,11.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches,92d38e6c
476,Pione Sisto,dk DEN,FWMF,Celta Vigo,23,1995,9.4,2,18,9,50.0,1.92,0.96,0.11,0.22,21.3,2,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches,fd9c4805
477,Antonio Sivera,es ESP,GK,Alavés,21,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9970da54
478,Rubén Sobrino,es ESP,FWMF,Alavés,26,1992,10.7,3,20,7,35.0,1.87,0.65,0.15,0.43,15.1,0,0,0,2.4,2.4,0.12,+0.6,+0.6,Matches,19b776e9
479,Rubén Sobrino,es ESP,FWMF,Valencia,26,1992,2.1,0,3,0,0.0,1.40,0.00,0.00,,13.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,19b776e9
480,Alex Sola,es ESP,DF,Real Sociedad,19,1999,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,5fa714d5
481,Andrés Solano,co COL,DF,Atlético Madrid,20,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c8764028
482,Carlos Soler,es ESP,MF,Valencia,21,1997,27.3,2,41,14,34.1,1.50,0.51,0.05,0.14,18.9,0,0,0,3.0,3.0,0.07,-1.0,-1.0,Matches,fed17f5a
483,Kévin Soni,cm CMR,FWDF,Girona,20,1998,0.9,0,4,1,25.0,4.39,1.10,0.00,0.00,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,6435143e
484,David Soria,es ESP,GK,Getafe,25,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f8c6934
485,Juan Soriano,es ESP,GK,Sevilla,20,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5512b1a9
486,Cristhian Stuani,uy URU,FW,Girona,31,1986,30.3,19,70,33,47.1,2.31,1.09,0.20,0.42,11.0,0,5,5,12.5,8.9,0.13,+6.5,+5.1,Matches,220c11f1
487,Damián Suárez,uy URU,DF,Getafe,30,1988,36.0,0,16,1,6.3,0.44,0.03,0.00,0.00,29.3,3,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,ba5004e1
488,Denis Suárez,es ESP,MF,Barcelona,24,1994,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,9.8,0,0,0,0.3,0.3,0.33,-0.3,-0.3,Matches,12c50af5
489,Leonardo Suárez,ar ARG,FWMF,Valladolid,22,1996,5.7,2,10,4,40.0,1.74,0.70,0.20,0.50,18.9,0,0,0,1.9,1.9,0.19,+0.1,+0.1,Matches,25c72b36
490,Luis Suárez,uy URU,FW,Barcelona,31,1987,31.4,21,108,52,48.1,3.44,1.66,0.16,0.33,15.6,6,4,4,21.1,18.0,0.17,-0.1,-1.0,Matches,a6154613
491,Mario Suárez,es ESP,MF,Rayo Vallecano,31,1987,11.4,2,14,4,28.6,1.23,0.35,0.14,0.50,16.6,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches,7106f0a0
492,Markel Susaeta,es ESP,FW,Athletic Club,30,1987,15.3,1,15,6,40.0,0.98,0.39,0.07,0.17,19.4,1,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches,6fd1ba62
493,Rodrigo Tarín,es ESP,DF,Leganés,22,1996,15.9,0,4,0,0.0,0.25,0.00,0.00,,6.4,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,a03c82b2
494,Cristian Tello,es ESP,DFMF,Betis,26,1991,17.5,4,35,16,45.7,2.00,0.92,0.11,0.25,17.4,6,0,0,3.0,3.0,0.09,+1.0,+1.0,Matches,72a99e38
495,Marc-André ter Stegen,de GER,GK,Barcelona,26,1992,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6f51e382
496,David Timor,es ESP,MFFW,Girona,28,1989,1.8,0,4,0,0.0,2.21,0.00,0.00,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,174651c8
497,Tito,es ESP,DF,Rayo Vallecano,33,1985,12.2,0,1,1,100.0,0.08,0.08,0.00,0.00,10.6,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches,7cefa219
498,Jean-Clair Todibo,fr FRA,DF,Barcelona,18,1999,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,88f130ed
499,Karl Toko Ekambi,cm CMR,FW,Villarreal,25,1992,23.8,10,57,32,56.1,2.39,1.34,0.18,0.31,14.5,0,0,1,10.4,9.7,0.17,-0.4,+0.3,Matches,5ceba7fc
500,Raúl de Tomás,es ESP,FW,Rayo Vallecano,23,1994,31.3,14,109,46,42.2,3.49,1.47,0.13,0.30,16.8,7,0,0,12.1,12.1,0.11,+1.9,+1.9,Matches,02ef8778
501,Toño,es ESP,DFMF,Levante,28,1989,19.6,2,14,4,28.6,0.71,0.20,0.14,0.50,25.6,1,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches,d4ef9ac5
502,Daniel Torres,co COL,MF,Alavés,28,1989,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,87882adc
503,Ferrán Torres,es ESP,MFFW,Valencia,18,2000,9.4,2,16,6,37.5,1.69,0.64,0.13,0.33,15.0,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches,9e1035f8
504,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,30,1988,19.6,1,19,5,26.3,0.97,0.26,0.00,0.00,15.7,0,1,1,2.2,1.4,0.08,-1.2,-1.4,Matches,fc647b34
505,Manu Trigueros,es ESP,MF,Villarreal,26,1991,17.2,0,17,1,5.9,0.99,0.06,0.00,0.00,25.4,1,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,963829d0
506,Patrick Twumasi,gh GHA,MFFW,Alavés,24,1994,1.9,0,3,2,66.7,1.59,1.06,0.00,0.00,17.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,e3993b65
507,Samuel Umtiti,fr FRA,DF,Barcelona,24,1993,13.2,0,2,0,0.0,0.15,0.00,0.00,,9.5,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,3eed9821
508,Enes Ünal,tr TUR,FW,Valladolid,21,1997,23.9,6,49,13,26.5,2.05,0.54,0.06,0.23,15.7,1,3,3,7.3,5.1,0.10,-1.3,-2.1,Matches,f8eca1b6
509,Tomáš Vaclík,cz CZE,GK,Sevilla,29,1989,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7b456af7
510,Valery,es ESP,DFMF,Girona,18,1999,9.9,0,2,1,50.0,0.20,0.10,0.00,0.00,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,4acd733a
511,Jesús Vallejo,es ESP,DFMF,Real Madrid,21,1997,3.5,1,1,1,100.0,0.29,0.29,1.00,1.00,4.0,0,0,0,0.8,0.8,0.76,+0.2,+0.2,Matches,c2111b45
512,Federico Valverde,uy URU,MF,Real Madrid,20,1998,7.3,0,6,1,16.7,0.82,0.14,0.00,0.00,23.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,0959c2a2
513,Raphaël Varane,fr FRA,DF,Real Madrid,25,1993,30.6,2,17,3,17.6,0.56,0.10,0.12,0.67,8.7,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches,9f8e9423
514,Franco Vázquez,ar ARG,MFFW,Sevilla,29,1989,25.3,3,44,9,20.5,1.74,0.36,0.07,0.33,16.8,0,0,0,5.1,5.1,0.12,-2.1,-2.1,Matches,467bae22
515,Kevin Vázquez,es ESP,DF,Celta Vigo,25,1993,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ee923664
516,Lucas Vázquez,es ESP,FW,Real Madrid,27,1991,16.8,1,23,10,43.5,1.37,0.60,0.04,0.10,16.3,0,0,0,2.6,2.6,0.11,-1.6,-1.6,Matches,fd51b456
517,Koke Vegas,es ESP,GK,Levante,22,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bfb15d99
518,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,24,1994,14.2,0,9,3,33.3,0.63,0.21,0.00,0.00,7.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,5efb80d5
519,Daniele Verde,it ITA,FWMF,Valladolid,22,1996,7.3,2,24,9,37.5,3.29,1.23,0.04,0.11,24.8,6,1,1,1.7,1.0,0.04,+0.3,0.0,Matches,d3298c99
520,Thomas Vermaelen,be BEL,DF,Barcelona,32,1985,6.5,0,2,0,0.0,0.31,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,d0d79694
521,Mikel Vesga,es ESP,MF,Leganés,25,1993,23.0,1,11,2,18.2,0.48,0.09,0.09,0.50,15.9,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches,b0fce72c
522,Rúben Vezo,pt POR,DF,Valencia,24,1994,2.2,0,2,0,0.0,0.92,0.00,0.00,,18.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,c67cd65c
523,Rúben Vezo,pt POR,DF,Levante,24,1994,14.9,2,6,3,50.0,0.40,0.20,0.33,0.67,10.9,0,0,0,0.6,0.6,0.11,+1.4,+1.4,Matches,c67cd65c
524,Aleix Vidal,es ESP,DFMF,Sevilla,28,1989,5.9,0,8,5,62.5,1.36,0.85,0.00,0.00,16.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,04965583
525,Arturo Vidal,cl CHI,MF,Barcelona,31,1987,21.4,3,25,9,36.0,1.17,0.42,0.12,0.33,14.0,0,0,0,3.4,3.4,0.14,-0.4,-0.4,Matches,67cdbc0e
526,Carlos Vigaray,es ESP,DF,Alavés,23,1994,7.2,0,1,0,0.0,0.14,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,f69d934e
527,Dídac Vilà,es ESP,DF,Espanyol,29,1989,26.2,0,24,7,29.2,0.92,0.27,0.00,0.00,15.3,0,0,0,2.5,2.5,0.10,-2.5,-2.5,Matches,bad38a94
528,Toni Villa,es ESP,MFFW,Valladolid,23,1995,19.6,2,37,13,35.1,1.89,0.66,0.05,0.15,22.3,1,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches,636eae97
529,Vitolo,es ESP,MFFW,Atlético Madrid,28,1989,8.4,0,7,1,14.3,0.84,0.12,0.00,0.00,16.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,db750822
530,Nikola Vukčević,me MNE,MF,Levante,26,1991,7.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4442fbcd
531,Moussa Wagué,sn SEN,DF,Barcelona,19,1998,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,12.1,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,808df563
532,Wakaso,gh GHA,MF,Alavés,28,1990,18.5,1,32,6,18.8,1.73,0.32,0.03,0.17,26.5,1,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches,999908af
533,Daniel Wass,dk DEN,DFMF,Valencia,29,1989,26.2,1,31,3,9.7,1.19,0.11,0.03,0.33,22.4,6,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches,d83bbc54
534,Axel Werner,ar ARG,GK,Huesca,22,1996,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c0b1a6da
535,Iñaki Williams,gh GHA,FW,Athletic Club,24,1994,33.6,12,72,32,44.4,2.14,0.95,0.17,0.38,13.2,0,0,0,12.1,12.1,0.17,-0.1,-0.1,Matches,6a99e0b1
536,Maximilian Wöber,at AUT,DF,Sevilla,20,1998,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,18.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,4b803b3c
537,Yoel,es ESP,GK,Valladolid,29,1988,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,61bb7498
538,Okay Yokuşlu,tr TUR,MF,Celta Vigo,24,1994,24.4,2,19,5,26.3,0.78,0.20,0.11,0.40,15.9,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches,e49ce451
539,Joseba Zaldúa,es ESP,DF,Real Sociedad,26,1992,23.8,1,5,2,40.0,0.21,0.08,0.20,0.50,25.9,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches,5ca20b7a
540,Nabil El Zhar,ma MAR,MFFW,Leganés,31,1986,10.7,4,23,8,34.8,2.14,0.75,0.13,0.38,21.9,0,1,1,2.5,1.8,0.08,+1.5,+1.2,Matches,37f96552
541,Luca Zidane,fr FRA,GK,Real Madrid,20,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c818c4d9
542,Igor Zubeldia,es ESP,MF,Real Sociedad,21,1997,28.3,0,16,4,25.0,0.56,0.14,0.00,0.00,25.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,5c7845f6
543,Martín Zubimendi,es ESP,MF,Real Sociedad,19,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3ee0dd59
544,David Zurutuza,es ESP,MFFW,Real Sociedad,32,1986,13.6,2,10,2,20.0,0.74,0.15,0.20,1.00,16.5,0,0,0,1.5,1.5,0.15,+0.5,+0.5,Matches,d9bda115
