,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,-additional
494,Rodrigo,es ESP,FW,Betis,21,2000,9.8,340,414,82.1,6007,1892,165,183,90.2,134,161,83.2,37,56,66.1,2,1.6,+0.4,17,37,21,2,54,Matches,85bed4ee
495,Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,27,1994,4.8,162,225,72.0,2723,1224,72,88,81.8,72,89,80.9,13,34,38.2,0,0.1,-0.1,4,14,3,2,13,Matches,f1bed920
496,Ángel Rodríguez,es ESP,FW,Mallorca,34,1987,17.2,198,273,72.5,2934,572,114,145,78.6,56,73,76.7,16,30,53.3,2,1.3,+0.7,12,16,12,2,25,Matches,8cfc2f69
497,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,23,1998,10.5,321,424,75.7,6018,1759,153,185,82.7,112,133,84.2,51,92,55.4,1,1.5,-0.5,13,28,7,1,22,Matches,19709006
498,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,23,1998,4.6,166,210,79.0,3187,714,83,90,92.2,57,74,77.0,24,38,63.2,0,1.2,-1.2,7,13,5,2,15,Matches,19709006
499,Dani Rodríguez,es ESP,MFFW,Mallorca,33,1988,31.5,741,975,76.0,12195,3645,392,460,85.2,236,291,81.1,77,142,54.2,3,3.0,0.0,42,60,23,1,71,Matches,70f8e0bd
500,Guido Rodríguez,ar ARG,MF,Betis,27,1994,28.1,1243,1435,86.6,23643,6910,524,584,89.7,511,558,91.6,173,230,75.2,2,0.4,+1.6,13,112,8,2,89,Matches,34e393f2
501,Rodrygo,br BRA,FW,Real Madrid,20,2001,16.9,558,673,82.9,7105,1627,384,411,93.4,128,160,80.0,18,51,35.3,4,1.6,+2.4,26,26,20,1,40,Matches,8f5e92a6
502,Leonardo Román,es ESP,GK,Mallorca,21,2000,2.0,49,69,71.0,1460,824,10,10,100.0,19,19,100.0,20,40,50.0,0,0.0,0.0,0,1,0,0,0,Matches,924ff27e
503,Iván Romero,es ESP,FW,Sevilla,20,2001,2.0,30,37,81.1,430,31,14,17,82.4,12,13,92.3,1,1,100.0,0,0.0,0.0,0,1,1,0,1,Matches,2fbe6af0
504,Unai Ropero,es ESP,MF,Alavés,19,2001,0.1,2,2,100.0,19,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,7868c973
505,Rubén,es ESP,DF,Espanyol,20,2001,1.7,46,70,65.7,797,215,26,30,86.7,16,26,61.5,4,12,33.3,1,0.5,+0.5,1,1,1,0,1,Matches,35d4f151
506,Aitor Ruibal,es ESP,FWDF,Betis,25,1996,9.5,262,340,77.1,4084,1396,146,168,86.9,94,117,80.3,16,32,50.0,0,0.7,-0.7,10,21,12,2,38,Matches,a55d8df5
507,Isma Ruiz,es ESP,MF,Granada,20,2001,3.1,104,122,85.2,2033,273,35,40,87.5,51,57,89.5,15,20,75.0,0,0.1,-0.1,2,7,0,0,2,Matches,6e36226f
508,Víctor Ruiz,es ESP,DF,Betis,32,1989,15.8,783,898,87.2,17117,6232,224,245,91.4,392,426,92.0,156,207,75.4,0,0.1,-0.1,5,40,3,0,41,Matches,b3dc6eca
509,Gerónimo Rulli,ar ARG,GK,Villarreal,29,1992,32.0,1045,1281,81.6,29707,15681,141,144,97.9,552,558,98.9,350,577,60.7,0,0.0,0.0,0,17,1,0,1,Matches,625c144a
510,Franco Russo,ar ARG,DF,Mallorca,26,1994,16.3,497,653,76.1,11561,4490,131,160,81.9,236,286,82.5,122,190,64.2,0,0.0,0.0,0,25,1,0,38,Matches,b75ac54b
511,Mathew Ryan,au AUS,GK,Real Sociedad,29,1992,3.0,68,107,63.6,2178,1317,11,11,100.0,29,29,100.0,28,67,41.8,0,0.0,0.0,0,1,0,0,0,Matches,4535e4bb
512,Youssouf Sabaly,sn SEN,DF,Betis,28,1993,8.8,419,499,84.0,6508,2257,216,231,93.5,166,194,85.6,25,48,52.1,1,0.6,+0.4,8,17,5,1,24,Matches,fbbb9269
513,Salvi,es ESP,MFFW,Cádiz,30,1991,15.5,222,356,62.4,3485,1225,123,153,80.4,75,109,68.8,17,69,24.6,1,1.4,-0.4,9,11,15,5,26,Matches,405f267a
514,Fede San Emeterio,es ESP,MF,Cádiz,24,1997,9.2,288,342,84.2,5122,1209,143,161,88.8,104,118,88.1,38,51,74.5,0,0.4,-0.4,3,19,4,0,21,Matches,efecd633
515,Oihan Sancet,es ESP,FW,Athletic Club,21,2000,15.8,356,461,77.2,5487,1214,194,230,84.3,115,156,73.7,25,39,64.1,4,2.8,+1.2,24,33,23,2,45,Matches,bdb624a3
516,Antonio Sánchez,es ESP,MFFW,Mallorca,24,1997,18.0,533,688,77.5,9275,2527,262,299,87.6,191,231,82.7,63,114,55.3,0,0.3,-0.3,9,47,10,2,50,Matches,a254bbe0
517,Germán Sánchez,es ESP,DF,Granada,34,1986,25.5,785,1024,76.7,17557,6189,222,248,89.5,380,435,87.4,167,314,53.2,1,0.2,+0.8,4,36,1,0,39,Matches,ea9b2ef9
518,Juan Sánchez,es ESP,MF,Sevilla,17,2003,0.1,2,4,50.0,50,1,0,1,0.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches,ff4f78e1
519,Manuel Sánchez,es ESP,DF,Osasuna,20,2000,25.1,878,1169,75.1,15019,6856,411,473,86.9,380,474,80.2,71,160,44.4,3,2.0,+1.0,19,79,36,14,101,Matches,ffacd3d5
520,Oier Sanjurjo,es ESP,MF,Osasuna,35,1986,8.4,227,311,73.0,4263,1262,96,123,78.0,90,119,75.6,33,52,63.5,0,0.2,-0.2,2,29,9,2,31,Matches,466824fb
521,Jesús Santiago,es ESP,MF,Valencia,17,2004,0.9,26,36,72.2,483,121,9,12,75.0,12,14,85.7,4,8,50.0,0,0.0,0.0,0,0,0,0,2,Matches,bc49fd34
522,Sergio Santos,es ESP,DF,Real Madrid,20,2001,0.1,7,7,100.0,133,37,4,4,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,1,0,1,1,0,Matches,cf59e05f
523,Alvaro Sanz,es ESP,MF,Barcelona,20,2001,0.3,12,14,85.7,219,19,5,5,100.0,5,5,100.0,2,3,66.7,0,0.0,0.0,1,1,0,0,0,Matches,eaefa2d0
524,Marcelo Saracchi,uy URU,DF,Levante,23,1998,2.1,85,109,78.0,1686,639,42,50,84.0,27,35,77.1,16,19,84.2,1,0.3,+0.7,6,4,5,2,8,Matches,1c96ad85
525,Joan Sastre Vanrell,es ESP,DF,Mallorca,24,1997,2.9,79,109,72.5,1584,760,29,36,80.6,35,48,72.9,13,21,61.9,0,0.0,0.0,0,4,0,0,3,Matches,f9acf8bf
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,1991,18.9,495,583,84.9,11490,3004,105,117,89.7,283,307,92.2,102,144,70.8,0,0.3,-0.3,2,16,4,2,25,Matches,79f2a5f5
527,Stefan Savić,me MNE,DF,Atlético Madrid,30,1991,27.1,1148,1378,83.3,25360,7977,340,386,88.1,563,614,91.7,232,349,66.5,0,0.1,-0.1,2,75,1,0,80,Matches,f6ac68c1
528,Valentino Scotta,es ESP,DF,Sevilla,19,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,98529579
529,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,29,1991,4.5,138,170,81.2,3024,1070,34,40,85.0,75,86,87.2,27,38,71.1,0,0.0,0.0,2,6,0,0,10,Matches,a35134ae
530,Javier Serrano,es ESP,MF,Atlético Madrid,18,2003,0.8,35,45,77.8,543,93,19,24,79.2,12,16,75.0,2,2,100.0,0,0.0,0.0,0,0,1,0,3,Matches,0a8fd9cb
531,Nicolás Serrano,es ESP,MF,Athletic Club,18,2003,3.5,89,128,69.5,1371,409,48,55,87.3,32,39,82.1,6,24,25.0,0,0.1,-0.1,3,10,3,2,8,Matches,2ad0e5e5
532,Salva Sevilla,es ESP,MF,Mallorca,37,1984,16.7,798,988,80.8,15605,5234,342,386,88.6,304,345,88.1,140,228,61.4,3,2.8,+0.2,26,86,24,0,103,Matches,75bd85ea
533,David Silva,es ESP,MF,Real Sociedad,35,1986,19.1,913,1043,87.5,15626,3568,444,492,90.2,352,391,90.0,90,113,79.6,4,4.4,-0.4,40,74,43,5,97,Matches,e2716bd0
534,Jonathan Silva,ar ARG,DFMF,Getafe,27,1994,2.5,65,97,67.0,1107,536,30,37,81.1,27,34,79.4,6,16,37.5,0,0.1,-0.1,2,6,3,2,8,Matches,f2308b33
535,Rui Silva,pt POR,GK,Betis,27,1994,21.8,515,724,71.1,15464,8945,80,82,97.6,235,240,97.9,199,400,49.8,0,0.0,0.0,1,5,0,0,0,Matches,ea83bfa6
536,Giuliano Simeone,ar ARG,DF,Atlético Madrid,18,2002,0.0,2,3,66.7,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,a6536561
537,Unai Simón,es ESP,GK,Athletic Club,24,1997,34.0,679,933,72.8,20649,12946,116,118,98.3,314,318,98.7,247,494,50.0,0,0.0,0.0,1,16,1,0,0,Matches,5dcf3e90
538,Antonio Sivera,es ESP,GK,Alavés,24,1996,3.1,63,106,59.4,2612,1951,6,6,100.0,22,22,100.0,35,78,44.9,0,0.0,0.0,0,2,0,0,0,Matches,9970da54
539,Rubén Sobrino,es ESP,FWMF,Cádiz,29,1992,20.7,373,504,74.0,5735,1459,214,260,82.3,121,155,78.1,27,52,51.9,1,1.9,-0.9,14,26,6,3,29,Matches,19b776e9
540,Rubén Sobrino,es ESP,MF,Valencia,29,1992,0.2,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,19b776e9
541,Alex Sola,es ESP,DFFW,Real Sociedad,22,1999,0.5,15,21,71.4,258,123,7,8,87.5,7,8,87.5,1,3,33.3,0,0.1,-0.1,1,1,0,0,0,Matches,5fa714d5
542,Augusto Solari,ar ARG,MFDF,Celta Vigo,29,1992,7.9,296,430,68.8,4833,1343,156,186,83.9,105,151,69.5,26,68,38.2,0,0.4,-0.4,6,20,9,6,21,Matches,3ca6106c
543,Roberto Soldado,es ESP,FW,Levante,36,1985,7.4,100,147,68.0,1468,265,54,73,74.0,32,45,71.1,6,11,54.5,2,0.9,+1.1,9,9,4,1,9,Matches,9d66fbe3
544,Carlos Soler,es ESP,MF,Valencia,24,1997,27.5,680,984,69.1,13738,4730,303,350,86.6,212,280,75.7,145,313,46.3,5,4.5,+0.5,53,71,34,6,99,Matches,fed17f5a
545,Son,es ESP,DF,Levante,27,1994,21.9,793,1059,74.9,15173,5415,360,411,87.6,296,372,79.6,124,233,53.2,0,1.6,-1.6,16,46,30,6,88,Matches,037dbd30
546,David Soria,es ESP,GK,Getafe,28,1993,37.9,632,1180,53.6,29206,22307,40,40,100.0,132,135,97.8,458,1001,45.8,0,0.0,0.0,1,25,0,0,0,Matches,8f8c6934
547,Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,19.6,337,463,72.8,4896,720,201,255,78.8,102,141,72.3,20,32,62.5,0,2.6,-2.6,20,19,14,2,28,Matches,e92cd3f7
548,Alberto Soro,es ESP,MFFW,Granada,22,1999,6.4,128,182,70.3,2028,593,68,85,80.0,47,64,73.4,9,20,45.0,0,0.6,-0.6,7,10,5,0,13,Matches,452c3055
549,Hugo Sotelo,es ESP,MF,Celta Vigo,17,2003,0.0,2,2,100.0,64,30,0,0,,0,0,,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches,3aa74860
550,Damián Suárez,uy URU,DF,Getafe,33,1988,30.1,1010,1466,68.9,20311,10206,427,493,86.6,423,562,75.3,146,346,42.2,3,2.9,+0.1,45,100,41,24,135,Matches,ba5004e1
551,Denis Suárez,es ESP,MF,Celta Vigo,27,1994,31.3,1630,2040,79.9,28578,7595,781,876,89.2,632,748,84.5,176,321,54.8,6,4.6,+1.4,46,167,31,7,145,Matches,12c50af5
552,Luis Suárez,uy URU,FW,Atlético Madrid,34,1987,20.4,363,497,73.0,5943,937,199,260,76.5,116,149,77.9,40,54,74.1,2,1.7,+0.3,15,21,14,3,29,Matches,a6154613
553,Mario Suárez,es ESP,DF,Rayo Vallecano,34,1987,7.9,252,312,80.8,5911,2095,60,67,89.6,130,147,88.4,61,96,63.5,0,0.0,0.0,1,15,0,0,20,Matches,7106f0a0
554,Suso,es ESP,FW,Sevilla,27,1993,4.3,142,186,76.3,2378,574,79,87,90.8,51,68,75.0,12,25,48.0,1,0.4,+0.6,3,7,9,2,13,Matches,4e219ad2
555,Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,27,1994,2.8,49,68,72.1,786,188,24,31,77.4,19,26,73.1,4,8,50.0,0,0.5,-0.5,2,4,1,0,7,Matches,e5ec95f8
556,Mamadou Sylla,sn SEN,FW,Alavés,27,1994,4.4,39,69,56.5,727,154,20,33,60.6,15,24,62.5,4,9,44.4,0,0.1,-0.1,3,4,2,1,4,Matches,e5ec95f8
557,Tachi,es ESP,DF,Alavés,23,1997,2.7,55,85,64.7,1606,845,10,16,62.5,28,36,77.8,17,33,51.5,0,0.1,-0.1,1,10,1,1,5,Matches,8b625720
558,Renato Tapia,pe PER,MF,Celta Vigo,26,1995,15.7,693,863,80.3,14760,3307,231,266,86.8,293,339,86.4,151,221,68.3,0,0.1,-0.1,4,51,9,0,52,Matches,34269bdf
559,Cristian Tello,es ESP,FWMF,Betis,29,1991,9.1,280,363,77.1,4503,1113,149,179,83.2,94,117,80.3,26,40,65.0,2,2.0,0.0,16,11,10,4,22,Matches,72a99e38
560,Nahuel Tenaglia,ar ARG,DF,Alavés,25,1996,11.9,311,475,65.5,6052,3139,123,154,79.9,144,191,75.4,40,108,37.0,0,0.3,-0.3,4,33,6,2,38,Matches,66654daa
561,Marc Tenas,es ESP,FWMF,Alavés,20,2001,0.6,16,24,66.7,225,56,11,14,78.6,5,6,83.3,0,2,0.0,0,0.3,-0.3,1,0,0,0,1,Matches,1c5d79e2
562,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35.0,1112,1280,86.9,29784,16946,200,202,99.0,560,570,98.2,344,499,68.9,0,0.1,-0.1,1,9,0,0,2,Matches,6f51e382
563,David Timor,es ESP,MF,Getafe,31,1989,3.8,140,176,79.5,3092,903,54,63,85.7,55,62,88.7,29,48,60.4,0,0.0,0.0,0,16,2,0,20,Matches,174651c8
564,Raúl de Tomás,es ESP,FW,Espanyol,26,1994,32.4,612,741,82.6,11170,1810,331,366,90.4,187,221,84.6,82,118,69.5,3,1.7,+1.3,27,47,17,5,55,Matches,02ef8778
565,Raúl Torrente,es ESP,DF,Granada,19,2001,14.2,445,603,73.8,10422,3656,115,134,85.8,224,262,85.5,105,195,53.8,0,0.8,-0.8,4,26,1,0,26,Matches,4d753a3f
566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,15.7,495,587,84.3,7698,1563,285,321,88.8,163,189,86.2,35,48,72.9,4,3.0,+1.0,12,33,10,1,43,Matches,9e1035f8
567,Óliver Torres,es ESP,MFFW,Sevilla,26,1994,11.2,521,646,80.7,10693,2846,220,247,89.1,191,224,85.3,100,150,66.7,3,1.9,+1.1,10,68,9,3,42,Matches,58a9a4d9
568,Pau Torres,es ESP,DF,Villarreal,24,1997,31.7,1715,1992,86.1,39784,13394,420,463,90.7,914,976,93.6,365,516,70.7,1,1.1,-0.1,8,172,6,0,167,Matches,532e1e4f
569,Roberto Torres,es ESP,MFFW,Osasuna,32,1989,9.0,272,437,62.2,5650,1929,121,148,81.8,92,139,66.2,57,129,44.2,2,2.1,-0.1,24,26,14,5,32,Matches,d733aa38
570,Lucas Torró,es ESP,MF,Osasuna,27,1994,30.3,985,1257,78.4,17548,4612,438,531,82.5,413,503,82.1,106,166,63.9,0,0.3,-0.3,7,88,13,1,122,Matches,0e4fef6e
571,Adama Traoré,es ESP,FWDF,Barcelona,25,1996,4.2,123,172,71.5,2029,462,71,82,86.6,36,60,60.0,11,19,57.9,2,0.7,+1.3,7,7,12,8,11,Matches,9a28eba4
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,22.3,793,1032,76.8,13915,4235,399,459,86.9,278,335,83.0,97,192,50.5,9,4.3,+4.7,55,89,27,4,107,Matches,fc647b34
573,Manu Trigueros,es ESP,MFFW,Villarreal,29,1991,24.2,987,1229,80.3,17713,5406,438,499,87.8,420,488,86.1,110,185,59.5,4,2.6,+1.4,22,128,31,3,139,Matches,963829d0
574,Kieran Trippier,eng ENG,DF,Atlético Madrid,30,1990,10.8,612,773,79.2,12116,5112,247,274,90.1,263,314,83.8,93,163,57.1,0,0.2,-0.2,7,54,23,4,87,Matches,21512407
575,Beñat Turrientes,es ESP,MF,Real Sociedad,19,2002,2.3,81,94,86.2,1461,254,43,46,93.5,24,31,77.4,13,15,86.7,0,0.2,-0.2,3,5,1,0,3,Matches,068f4dec
576,Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1.0,42,50,84.0,898,324,14,15,93.3,22,25,88.0,6,9,66.7,0,0.0,0.0,0,5,0,0,5,Matches,3eed9821
577,Enes Ünal,tr TUR,FW,Getafe,24,1997,31.1,421,660,63.8,5888,1225,249,348,71.6,125,197,63.5,21,44,47.7,1,1.8,-0.8,26,30,8,3,41,Matches,f8eca1b6
578,Myrto Uzuni,al ALB,MFFW,Granada,26,1995,9.5,147,214,68.7,2218,662,85,107,79.4,43,64,67.2,12,24,50.0,1,1.0,0.0,7,5,2,1,11,Matches,01da7812
579,Álvaro Vadillo,es ESP,MFDF,Espanyol,26,1994,0.1,7,11,63.6,117,10,3,4,75.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,Matches,61b62b33
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,26,1994,28.5,1104,1307,84.5,22185,5985,417,459,90.8,497,555,89.5,178,258,69.0,0,1.1,-1.1,14,129,13,1,120,Matches,592f3158
581,Germán Valera,es ESP,FWMF,Real Sociedad,19,2002,0.6,14,17,82.4,209,36,9,9,100.0,3,5,60.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,Matches,84f55b4a
582,Martin Valjent,sk SVK,DF,Mallorca,25,1995,35.3,1111,1341,82.8,25399,9738,308,335,91.9,528,580,91.0,259,397,65.2,0,0.5,-0.5,6,74,1,0,60,Matches,f2c6ac01
583,Jesús Vallejo,es ESP,DF,Real Madrid,24,1997,3.8,183,212,86.3,3640,1075,65,69,94.2,85,90,94.4,30,46,65.2,0,0.0,0.0,1,2,0,0,1,Matches,c2111b45
584,Manu Vallejo,es ESP,FWMF,Valencia,24,1997,1.1,31,44,70.5,510,188,16,18,88.9,11,15,73.3,3,8,37.5,0,0.1,-0.1,2,1,1,0,5,Matches,0bc4e720
585,Manu Vallejo,es ESP,MFFW,Alavés,24,1997,4.1,83,113,73.5,1555,309,41,55,74.5,27,30,90.0,13,21,61.9,1,0.4,+0.6,4,3,2,0,4,Matches,0bc4e720
586,Federico Valverde,uy URU,MF,Real Madrid,23,1998,20.4,1043,1190,87.6,17208,3945,546,596,91.6,369,400,92.3,95,133,71.4,1,2.1,-1.1,24,104,22,3,69,Matches,0959c2a2
587,José Luis García Vayá,es ESP,MF,Levante,22,1998,22.4,1002,1248,80.3,19440,5474,440,506,87.0,390,444,87.8,155,258,60.1,0,2.0,-2.0,25,104,15,3,94,Matches,27dc1378
588,Jesus Vazquez,es ESP,DF,Valencia,18,2003,9.0,254,345,73.6,3807,1514,144,158,91.1,92,127,72.4,11,35,31.4,0,0.2,-0.2,6,14,3,2,17,Matches,106c142c
589,Kevin Vázquez,es ESP,DF,Celta Vigo,28,1993,14.8,689,875,78.7,11008,4069,375,415,90.4,243,308,78.9,53,108,49.1,1,0.5,+0.5,7,29,12,6,43,Matches,ee923664
590,Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,20.4,1339,1551,86.3,23266,6753,646,696,92.8,545,613,88.9,127,203,62.6,0,2.6,-2.6,33,63,40,10,100,Matches,fd51b456
591,Gabriel Veiga,es ESP,MF,Celta Vigo,19,2002,1.2,55,68,80.9,894,270,29,31,93.5,20,23,87.0,4,9,44.4,0,0.0,0.0,1,3,3,1,7,Matches,35a6e5c7
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,20,2000,26.5,1020,1311,77.8,20799,6230,349,413,84.5,489,581,84.2,167,275,60.7,0,0.8,-0.8,15,119,24,5,142,Matches,4112ace5
593,Gonzalo Verdú,es ESP,DF,Elche,32,1988,15.5,591,700,84.4,14959,3765,91,100,91.0,344,372,92.5,151,216,69.9,0,0.0,0.0,0,25,0,0,22,Matches,1c2c55fc
594,Mikel Vesga,es ESP,MF,Athletic Club,28,1993,15.1,561,715,78.5,10736,3495,229,275,83.3,233,274,85.0,85,132,64.4,0,0.9,-0.9,12,67,13,4,95,Matches,b0fce72c
595,Rúben Vezo,pt POR,DF,Levante,27,1994,26.9,1055,1263,83.5,24398,8183,237,282,84.0,583,626,93.1,226,331,68.3,0,0.2,-0.2,4,74,3,0,82,Matches,c67cd65c
596,Aleix Vidal,es ESP,DFMF,Espanyol,31,1989,21.1,878,1085,80.9,15763,5919,366,406,90.1,410,474,86.5,87,156,55.8,0,1.9,-1.9,25,51,27,11,76,Matches,04965583
597,Nacho Vidal,es ESP,DF,Osasuna,26,1995,32.2,1102,1531,72.0,21017,9415,431,518,83.2,511,673,75.9,141,273,51.6,1,2.0,-1.0,18,83,27,10,96,Matches,3a9c4b7b
598,Dídac Vilà,es ESP,DFMF,Espanyol,32,1989,2.3,71,89,79.8,1173,379,39,41,95.1,29,35,82.9,3,10,30.0,0,0.1,-0.1,3,4,1,0,4,Matches,bad38a94
599,Tonny Vilhena,nl NED,MFFW,Espanyol,26,1995,10.3,245,341,71.8,3926,1335,153,181,84.5,54,80,67.5,31,62,50.0,1,0.9,+0.1,11,15,5,3,19,Matches,c7069d87
600,Daniel Villahermosa,es ESP,MF,Espanyol,20,2001,0.3,6,8,75.0,100,27,5,5,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches,de903ae2
601,Asier Villalibre,es ESP,FW,Athletic Club,23,1997,6.1,77,125,61.6,1031,132,48,66,72.7,25,39,64.1,1,9,11.1,0,0.1,-0.1,2,6,1,0,3,Matches,57be54ec
602,Gonzalo Villar,es ESP,MF,Getafe,23,1998,3.3,119,136,87.5,2310,461,51,54,94.4,48,55,87.3,18,22,81.8,1,0.4,+0.6,1,13,2,0,11,Matches,bdc74a8f
603,Vitolo,es ESP,MFFW,Getafe,31,1989,2.5,96,119,80.7,1336,280,55,64,85.9,37,42,88.1,1,5,20.0,0,0.1,-0.1,4,8,4,0,8,Matches,db750822
604,Daniel Vivian,es ESP,DF,Athletic Club,22,1999,22.1,799,944,84.6,18611,6360,195,217,89.9,423,464,91.2,175,247,70.9,1,0.2,+0.8,1,29,0,0,43,Matches,ab7bf91d
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29,1992,10.2,439,601,73.0,7327,2783,226,263,85.9,154,207,74.4,44,99,44.4,2,0.7,+1.3,4,23,6,4,37,Matches,46a8347f
606,Nikola Vukčević,me MNE,MF,Levante,29,1991,1.3,61,72,84.7,1069,248,24,26,92.3,29,32,90.6,6,8,75.0,0,0.0,0.0,2,5,1,0,6,Matches,4442fbcd
607,Daniel Wass,dk DEN,MF,Valencia,32,1989,17.6,538,682,78.9,10155,3058,209,244,85.7,225,262,85.9,77,139,55.4,1,0.6,+0.4,13,61,8,1,61,Matches,d83bbc54
608,Daniel Wass,dk DEN,DF,Atlético Madrid,32,1989,0.5,22,27,81.5,337,135,14,15,93.3,8,10,80.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Matches,d83bbc54
609,Iñaki Williams,es ESP,FW,Athletic Club,27,1994,30.9,446,685,65.1,6529,1309,264,363,72.7,123,189,65.1,32,62,51.6,5,5.4,-0.4,32,20,22,5,48,Matches,6a99e0b1
610,Nico Williams,es ESP,MF,Athletic Club,19,2002,14.9,331,465,71.2,4777,1189,201,236,85.2,106,154,68.8,15,46,32.6,0,1.5,-1.5,16,16,16,5,38,Matches,afdc14d7
611,Okay Yokuşlu,tr TUR,DFMF,Getafe,27,1994,5.2,148,188,78.7,3147,965,46,54,85.2,72,83,86.7,27,46,58.7,0,0.0,0.0,0,11,2,0,12,Matches,e49ce451
612,Okay Yokuşlu,tr TUR,DFMF,Celta Vigo,27,1994,1.6,70,75,93.3,1140,265,36,38,94.7,23,25,92.0,8,9,88.9,0,0.0,0.0,0,1,0,0,3,Matches,e49ce451
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,29,1992,13.0,476,618,77.0,8520,3350,213,239,89.1,209,269,77.7,50,89,56.2,0,0.4,-0.4,5,21,11,4,29,Matches,5ca20b7a
614,Oier Zarraga,es ESP,MF,Athletic Club,22,1999,13.0,391,503,77.7,7082,2638,165,202,81.7,166,203,81.8,47,73,64.4,0,0.2,-0.2,5,61,9,0,60,Matches,968a1c2f
615,Luca Zidane,fr FRA,GKMF,Rayo Vallecano,23,1998,7.2,169,231,73.2,5513,3832,29,29,100.0,68,69,98.6,72,133,54.1,0,0.0,0.0,0,2,0,0,0,Matches,c818c4d9
616,Igor Zubeldia,es ESP,DF,Real Sociedad,24,1997,18.3,919,1035,88.8,20319,5700,245,259,94.6,478,519,92.1,192,245,78.4,1,0.2,+0.8,1,49,4,2,42,Matches,5c7845f6
617,Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,28.8,1243,1453,85.5,23126,6071,529,589,89.8,543,605,89.8,151,214,70.6,1,1.0,0.0,15,121,10,1,106,Matches,3ee0dd59
